"modelo","nugget","psill","range_km","SSErr"
"esferico",0.0570978357078513,1.24953731415686,36.2742300284313,1.80979165241644
"exponencial",0,1.34965909568786,15.9244082888933,2.87974754091579
"gaussiano",0.384976918060059,0.919762150111445,15.9502103644547,3.15426640762469
