"id_celda","celda_raster","x","y","altitud_m","anio","semana","precipitacion_mm","temperatura_vecino_c","temperatura_bilineal_c","radiacion_vecino_mj_m2_dia","radiacion_bilineal_mj_m2_dia"
49,292,-75.9249984491616,4.62499932385981,1092.27197265625,2016,16,87.0054016113281,16.5200004577637,19.7214126586914,18.7071437835693,16.40869140625
634,1287,-76.1249984521419,3.27499930374324,2786.06616210938,2012,10,15.2915601730347,15.6928567886353,15.744348526001,15.4728574752808,15.6415271759033
640,1301,-77.2749984692782,3.22499930299818,80.1293792724609,2011,33,190.65754699707,24.9257144927979,23.8901119232178,15.6328573226929,15.2302255630493
345,878,-76.224998453632,3.82499931193888,1719.88049316406,2020,41,16.7296810150146,18.7928562164307,18.055046081543,17.3557147979736,17.1035041809082
662,1339,-77.2249984685331,3.17499930225313,114.255386352539,2024,22,108.201461791992,26.6585712432861,25.3232173919678,16.5214290618896,16.1284523010254
158,617,-76.3249984551221,4.17499931715429,1192.64526367188,2012,46,77.2352523803711,17.8700008392334,19.3372993469238,12.6942853927612,13.4295930862427
509,1122,-76.9749984648078,3.47499930672347,665.512451171875,2014,9,145.002456665039,21.9471435546875,22.4798793792725,13.917142868042,14.9810838699341
215,711,-77.1749984677881,4.02499931491912,64.1255569458008,2025,13,94.5241012573242,23.8928565979004,25.5324878692627,14.6199998855591,15.5473508834839
410,978,-76.7749984618276,3.67499930970371,1539.41430664062,2011,50,26.8256359100342,20.834285736084,20.4044094085693,12.5185718536377,12.2432613372803
119,513,-75.9749984499067,4.32499931938946,1092.11450195312,2016,26,13.531177520752,21.8742866516113,18.2214870452881,17.5514278411865,16.3455142974854
579,1211,-76.224998453632,3.37499930523336,1127.34692382812,2010,8,7.4579496383667,17.9714279174805,17.8662948608398,14.2757139205933,14.8227128982544
489,1092,-76.6249984595924,3.52499930746853,1729.04504394531,2011,16,67.2948303222656,21.5271434783936,19.0718383789062,15.2799997329712,15.6403932571411
341,874,-76.4249984566122,3.82499931193888,1383.0556640625,2022,31,42.2180137634277,18.0142860412598,18.8562278747559,14.7771425247192,14.7278442382812
666,1344,-76.9749984648078,3.17499930225313,951.094604492188,2023,39,19.0586547851562,22.6299991607666,23.6396636962891,16.6942863464355,15.8135166168213
208,698,-75.9749984499067,4.07499931566417,2115.47900390625,2017,24,48.6504592895508,18.1557140350342,17.5047073364258,15.6157140731812,15.4387359619141
300,820,-77.2749984692782,3.87499931268394,44.451602935791,2021,19,70.3368988037109,27.2785720825195,26.1682071685791,14.292857170105,14.9400024414062
444,1025,-76.2749984543771,3.62499930895865,1034.16809082031,2024,18,38.3755073547363,17.4457149505615,18.1681976318359,14.6171426773071,14.8788366317749
289,802,-76.3249984551221,3.924999313429,980.649169921875,2018,21,32.2431411743164,18.2757148742676,18.5976066589355,14.5371427536011,14.5285930633545
86,434,-76.224998453632,4.42499932087958,1863.85180664062,2025,29,3.78700923919678,22.0985717773438,21.339485168457,14.6585712432861,15.0738906860352
143,582,-76.224998453632,4.22499931789935,971.425109863281,2012,26,10.0514059066772,17.3700008392334,18.7178268432617,15.5200004577637,15.4190263748169
23,214,-76.1249984521419,4.72499932534993,1627.42236328125,2019,47,26.7081413269043,20.6100006103516,19.7781429290771,15.622857093811,15.6339349746704
520,1133,-76.4249984566122,3.47499930672347,951.803405761719,2010,46,74.7456207275391,14.5200004577637,16.1676006317139,12.8271427154541,12.8998117446899
295,808,-76.0249984506518,3.924999313429,2543.1728515625,2013,6,104.94694519043,17.4371433258057,17.043420791626,12.4499998092651,12.7019186019897
434,1015,-76.7749984618276,3.62499930895865,1478.14538574219,2023,39,19.9171848297119,23.8500003814697,23.2063407897949,16.6942863464355,16.2215557098389
