"modelo","MAE","RMSE","sesgo","R2_predictivo","r2_ajustado"
"lineal_ambiental",10.0506038903849,13.2672638123949,-1.41809598582198,0.709265394211175,0.580776156095002
"cuadratica_ambiental",9.14561062758033,12.0190516322955,-1.06643597491294,0.761397823888589,0.672256357269368
