"variable","n","media","mediana","sd","minimo","maximo"
"precipitacion_mm",686,48.0642323771997,42.4115829467773,24.6234993745387,0,147.467071533203
"temperatura_bilineal_c",686,20.2604110942985,19.7525291442871,2.65930553930686,15.9079895019531,26.1449279785156
"radiacion_bilineal_mj_m2_dia",686,16.6135781082398,16.6047964096069,0.375246849699029,15.7554588317871,17.5643711090088
"altitud_m",686,1231.57745897909,1138.9423828125,887.67683340617,-2.9171736240387,3856.46630859375
