"anio","semana","escala","modelo","formula","vif_max","colineal","n","MAE","RMSE","sesgo","R2"
2014,13,"log1p","Mxy_alt",".respuesta ~ x_km + y_km + altitud_m",3.06984852824171,FALSE,686,16.4362906469732,21.4817649664703,-4.12731266504788,0.842841212672832
2014,13,"log1p","Mxy_T",".respuesta ~ x_km + y_km + temperatura_bilineal_c",33.3702214815884,TRUE,686,14.1209550045089,18.5326859000483,-3.95034662436242,0.8830297338277
2014,13,"log1p","Mxy_R",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia",10.8920245694123,TRUE,686,15.8146462431248,27.2214093090182,-1.42212733314538,0.74764032505147
2014,13,"log1p","Mxy_TR",".respuesta ~ x_km + y_km + temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia",39.6802587772527,TRUE,686,12.1855461064453,18.2264641207633,-1.3191136178698,0.886863276342725
2014,13,"log1p","Mxy_TA",".respuesta ~ x_km + y_km + temperatura_bilineal_c + altitud_m",53.5875698190677,TRUE,686,13.0312617844714,16.6621529790987,-3.31648241059051,0.905450119821696
2014,13,"log1p","Mxy_RA",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia + altitud_m",15.0621268358254,TRUE,686,15.9101940264643,27.5197763767286,-1.39978725027739,0.742077904334754
2014,13,"log1p","Mxy_TRA",".respuesta ~ x_km + y_km + temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",65.5512324206348,TRUE,686,10.8720257498664,15.4079805313619,-1.18993666986093,0.919148107508137
2015,13,"original","M0",".respuesta ~ 1",NA,FALSE,686,28.8894925683252,36.45575709064,3.83786833298202e-15,-0.00292183920294109
2015,13,"original","Mxy",".respuesta ~ x_km + y_km",1.3544415662,FALSE,686,25.2010089892616,32.2282317636374,-0.00514100280928617,0.216195412436588
2015,13,"original","Malt",".respuesta ~ altitud_m",1,FALSE,686,28.8437946050015,36.4699984802084,0.0128809186682868,-0.00370557223035073
2015,13,"original","MT",".respuesta ~ temperatura_bilineal_c",1,FALSE,686,29.0622225061429,36.4542920334686,0.0104034354936569,-0.00284123145119919
2015,13,"original","MR",".respuesta ~ radiacion_bilineal_mj_m2_dia",1,FALSE,686,28.8967128257593,36.3376906597021,-0.00425869552633882,0.00356381171149878
2015,13,"original","MTR",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia",2.08615517705649,FALSE,686,28.8763535034403,36.4021266311379,-0.00786065271284491,2.68086888638441e-05
2015,13,"original","MTA",".respuesta ~ temperatura_bilineal_c + altitud_m",1.87791029136205,FALSE,686,28.8803571643688,36.3089034114887,0.0199399461732836,0.00514196888986218
2015,13,"original","MRA",".respuesta ~ radiacion_bilineal_mj_m2_dia + altitud_m",1.42027943262755,FALSE,686,28.5599722059852,36.1778641561429,0.00448816408006776,0.0123099193439338
2015,13,"original","MTRA",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",2.78631282123837,FALSE,686,28.6803182819712,36.2223802706077,-8.25807984569801e-05,0.00987775942255453
2015,13,"original","Mxy_alt",".respuesta ~ x_km + y_km + altitud_m",3.06984852824171,FALSE,686,25.1187746793098,31.6413725533351,-0.00825613985149679,0.244480856111232
2015,13,"original","Mxy_T",".respuesta ~ x_km + y_km + temperatura_bilineal_c",36.8069879782797,TRUE,686,23.1581142841779,30.0978395554892,0.0103026913998914,0.31639459121031
2015,13,"original","Mxy_R",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia",2.67593995909881,FALSE,686,24.0954457351417,31.1032446685637,-0.010236286016232,0.269960703116262
2015,13,"original","Mxy_TR",".respuesta ~ x_km + y_km + temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia",39.5850127641304,TRUE,686,22.9892099098126,29.8970972661301,0.00245856645456404,0.325483009726984
2015,13,"original","Mxy_TA",".respuesta ~ x_km + y_km + temperatura_bilineal_c + altitud_m",53.2075499926149,TRUE,686,22.0688640666002,27.6195004737708,-0.00926607559848716,0.424339429028526
2015,13,"original","Mxy_RA",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia + altitud_m",4.10665526507436,FALSE,686,24.1030014106587,30.6598152878408,-0.0115496347785012,0.290628211110777
2015,13,"original","Mxy_TRA",".respuesta ~ x_km + y_km + temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",63.8754851784795,TRUE,686,22.1128124904219,27.6613977789896,-0.0164186445894711,0.422591611757118
2015,13,"raiz","M0",".respuesta ~ 1",NA,FALSE,686,28.302228402238,36.7811951976882,-4.91276563698232,-0.0209077946381429
2015,13,"raiz","Mxy",".respuesta ~ x_km + y_km",1.3544415662,FALSE,686,24.3267372982655,32.1612569703508,-3.89637329558264,0.219449739541172
2015,13,"raiz","Malt",".respuesta ~ altitud_m",1,FALSE,686,28.1081979304311,36.8038124926742,-4.88069237770005,-0.0221637229386358
2015,13,"raiz","MT",".respuesta ~ temperatura_bilineal_c",1,FALSE,686,28.3787254507754,36.8125689875947,-4.90022917994106,-0.0226501745107714
2015,13,"raiz","MR",".respuesta ~ radiacion_bilineal_mj_m2_dia",1,FALSE,686,28.3753375567352,36.6646475963203,-4.88687597816271,-0.0144481979472819
2015,13,"raiz","MTR",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia",2.08615517705649,FALSE,686,28.0700138253882,36.7418840551603,-4.86575936212527,-0.0187267015643007
2015,13,"raiz","MTA",".respuesta ~ temperatura_bilineal_c + altitud_m",1.87791029136205,FALSE,686,28.3104168637567,36.6673680851861,-4.84480686154108,-0.0145987460962886
2015,13,"raiz","MRA",".respuesta ~ radiacion_bilineal_mj_m2_dia + altitud_m",1.42027943262755,FALSE,686,27.9297367410558,36.5016445999526,-4.79896037568193,-0.00544821928690253
2015,13,"raiz","MTRA",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",2.78631282123837,FALSE,686,27.9636978031799,36.5706573448304,-4.80132817263917,-0.00925376492651342
2015,13,"raiz","Mxy_alt",".respuesta ~ x_km + y_km + altitud_m",3.06984852824171,FALSE,686,23.9527734369153,31.4731515683482,-3.77199722756989,0.252492918609832
2015,13,"raiz","Mxy_T",".respuesta ~ x_km + y_km + temperatura_bilineal_c",36.8069879782797,TRUE,686,22.360152380551,30.0533426612372,-3.37547055308902,0.318414392809905
2015,13,"raiz","Mxy_R",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia",2.67593995909881,FALSE,686,23.3395199568045,30.9579560784959,-3.69572527845167,0.27676505128893
2015,13,"raiz","Mxy_TR",".respuesta ~ x_km + y_km + temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia",39.5850127641304,TRUE,686,22.1930361036316,29.8182924710388,-3.36107472376507,0.329034198508133
2015,13,"raiz","Mxy_TA",".respuesta ~ x_km + y_km + temperatura_bilineal_c + altitud_m",53.2075499926149,TRUE,686,21.2007517870003,27.1740153370466,-2.90003914884245,0.44275975160132
2015,13,"raiz","Mxy_RA",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia + altitud_m",4.10665526507436,FALSE,686,23.1016328328566,30.4198229721502,-3.60010078793624,0.301690083328286
2015,13,"raiz","Mxy_TRA",".respuesta ~ x_km + y_km + temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",63.8754851784795,TRUE,686,21.382561644224,27.2958597415871,-2.90033624511265,0.43775137689101
2015,13,"log1p","M0",".respuesta ~ 1",NA,FALSE,686,28.1269606265277,37.6927553632259,-9.61004961452495,-0.0721378205460512
2015,13,"log1p","Mxy",".respuesta ~ x_km + y_km",1.3544415662,FALSE,686,24.1608200402971,32.9632834973312,-7.84962305816439,0.180034129788451
2015,13,"log1p","Malt",".respuesta ~ altitud_m",1,FALSE,686,27.8933685274271,37.7256735188202,-9.52864201482783,-0.0740112951890144
2015,13,"log1p","MT",".respuesta ~ temperatura_bilineal_c",1,FALSE,686,28.0297042598612,37.790265014122,-9.5901079509854,-0.0776921510204576
2015,13,"log1p","MR",".respuesta ~ radiacion_bilineal_mj_m2_dia",1,FALSE,686,28.2948468959468,37.5841541757148,-9.57238931595997,-0.0659685871640288
2015,13,"log1p","MTR",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia",2.08615517705649,FALSE,686,27.6639634306876,37.6729755330394,-9.45880977035487,-0.071012875470694
2015,13,"log1p","MTA",".respuesta ~ temperatura_bilineal_c + altitud_m",1.87791029136205,FALSE,686,28.0915588042435,37.6373258146624,-9.50080640161531,-0.0689868479815581
2015,13,"log1p","MRA",".respuesta ~ radiacion_bilineal_mj_m2_dia + altitud_m",1.42027943262755,FALSE,686,27.8761110952929,37.3966051999156,-9.36705314436427,-0.0553565350009317
2015,13,"log1p","MTRA",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",2.78631282123837,FALSE,686,27.6939975125176,37.4982471358432,-9.35266499243462,-0.0611011343131835
2015,13,"log1p","Mxy_alt",".respuesta ~ x_km + y_km + altitud_m",3.06984852824171,FALSE,686,23.5987357237649,32.1640295556986,-7.64367483998204,0.219315153041553
2015,13,"log1p","Mxy_T",".respuesta ~ x_km + y_km + temperatura_bilineal_c",36.8069879782797,TRUE,686,22.2105974455195,30.7799153085704,-7.02309350398491,0.285059852075243
2015,13,"log1p","Mxy_R",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia",2.67593995909881,FALSE,686,23.3444853926219,31.8008037980672,-7.58241183319131,0.236848012673292
2015,13,"log1p","Mxy_TR",".respuesta ~ x_km + y_km + temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia",39.5850127641304,TRUE,686,22.1116696893378,30.641383664743,-7.02455795456514,0.291480854432001
2015,13,"log1p","Mxy_TA",".respuesta ~ x_km + y_km + temperatura_bilineal_c + altitud_m",53.2075499926149,TRUE,686,21.0065091046356,27.613539153474,-6.12760940831981,0.424587900336311
2015,13,"log1p","Mxy_RA",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia + altitud_m",4.10665526507436,FALSE,686,22.9225022307298,31.1700479764091,-7.3915099133059,0.266821389948637
2015,13,"log1p","Mxy_TRA",".respuesta ~ x_km + y_km + temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",63.8754851784795,TRUE,686,21.4463249439836,27.9778512536719,-6.08368870478149,0.409304641187423
2016,13,"original","M0",".respuesta ~ 1",NA,FALSE,686,18.5135256020606,24.463553219447,7.23346815713833e-16,-0.00292183920294131
2016,13,"original","Mxy",".respuesta ~ x_km + y_km",1.3544415662,FALSE,686,10.6653607311192,13.4762275499857,-0.0108374296012604,0.695656040547436
2016,13,"original","Malt",".respuesta ~ altitud_m",1,FALSE,686,15.151035629904,19.6290774381866,-0.0184250327915364,0.354304452043136
2016,13,"original","MT",".respuesta ~ temperatura_bilineal_c",1,FALSE,686,10.5454298528732,13.6241454860097,-0.00784310501658542,0.688938286140522
2016,13,"original","MR",".respuesta ~ radiacion_bilineal_mj_m2_dia",1,FALSE,686,18.4645831666467,24.3064097782988,0.00580245855892499,0.00992146296741359
2016,13,"original","MTR",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia",1.06628685847598,FALSE,686,10.3583771100075,13.4509360411089,-0.0064137002083,0.69679732358873
2016,13,"original","MTA",".respuesta ~ temperatura_bilineal_c + altitud_m",1.84918213228089,FALSE,686,10.4670285576083,13.5834859612269,-0.00843590249294755,0.690792163709565
2016,13,"original","MRA",".respuesta ~ radiacion_bilineal_mj_m2_dia + altitud_m",1.01316117682133,FALSE,686,15.14849045118,19.605941936668,-0.0246806320100497,0.355825632737408
2016,13,"original","MTRA",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",1.9578169390554,FALSE,686,10.2950667339047,13.4226822943628,-0.00697620902147861,0.698069742772695
2016,13,"original","Mxy_alt",".respuesta ~ x_km + y_km + altitud_m",3.06984852824171,FALSE,686,10.6701121190679,13.4591305547684,-0.0106801614383583,0.696427779745337
2016,13,"original","Mxy_T",".respuesta ~ x_km + y_km + temperatura_bilineal_c",34.9713623429134,TRUE,686,10.3975268081218,13.3032549828694,-0.0153660039183257,0.703418644462409
2016,13,"original","Mxy_R",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia",2.01685796505802,FALSE,686,9.95097108191204,12.871141228828,-0.00882273263453129,0.722372727436343
2016,13,"original","Mxy_TR",".respuesta ~ x_km + y_km + temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia",34.975403011254,TRUE,686,9.56731524806805,12.6163775217318,-0.0113121945669627,0.73325433685222
2016,13,"original","Mxy_TA",".respuesta ~ x_km + y_km + temperatura_bilineal_c + altitud_m",53.0609895190745,TRUE,686,10.4064647126583,13.3187233427575,-0.0163087872776755,0.702728543538806
2016,13,"original","Mxy_RA",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia + altitud_m",3.43765183220737,FALSE,686,9.93071787196582,12.7975389375074,-0.00763675176454978,0.725538814757257
2016,13,"original","Mxy_TRA",".respuesta ~ x_km + y_km + temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",53.2398189313292,TRUE,686,9.60439954310871,12.625659494558,-0.0114895330143277,0.732861698510167
2016,13,"raiz","M0",".respuesta ~ 1",NA,FALSE,686,17.8474035055613,25.4398106975821,-6.99111661313942,-0.0845654513088139
2016,13,"raiz","Mxy",".respuesta ~ x_km + y_km",1.3544415662,FALSE,686,9.54345681281674,12.9517084276804,-2.35186794855695,0.718886221199378
2016,13,"raiz","Malt",".respuesta ~ altitud_m",1,FALSE,686,14.2090222904075,19.4686364255411,-5.05711079722804,0.364816680088523
2016,13,"raiz","MT",".respuesta ~ temperatura_bilineal_c",1,FALSE,686,9.60222922628008,12.600107287518,-2.29047138136056,0.733941890143915
2016,13,"raiz","MR",".respuesta ~ radiacion_bilineal_mj_m2_dia",1,FALSE,686,17.5456906927585,25.3383945149851,-6.71882874684863,-0.0759354150391787
2016,13,"raiz","MTR",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia",1.06628685847598,FALSE,686,9.63600622114894,12.6347668612162,-2.29088898556257,0.732476165549738
2016,13,"raiz","MTA",".respuesta ~ temperatura_bilineal_c + altitud_m",1.84918213228089,FALSE,686,9.63528821125022,12.6359836705304,-2.27900188055008,0.732424634536589
2016,13,"raiz","MRA",".respuesta ~ radiacion_bilineal_mj_m2_dia + altitud_m",1.01316117682133,FALSE,686,14.1194858415457,19.3840239156321,-4.93180886768554,0.370325814325832
2016,13,"raiz","MTRA",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",1.9578169390554,FALSE,686,9.67480754709054,12.6730272516164,-2.27840714652274,0.730853489952204
2016,13,"raiz","Mxy_alt",".respuesta ~ x_km + y_km + altitud_m",3.06984852824171,FALSE,686,9.81220080350288,13.2898748201842,-2.28740702235248,0.704014936297391
2016,13,"raiz","Mxy_T",".respuesta ~ x_km + y_km + temperatura_bilineal_c",34.9713623429134,TRUE,686,9.48412983192929,13.042325418453,-1.86208663531864,0.714938819431246
2016,13,"raiz","Mxy_R",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia",2.01685796505802,FALSE,686,9.6970609635302,13.3029162960002,-2.22383446974592,0.703433745568457
2016,13,"raiz","Mxy_TR",".respuesta ~ x_km + y_km + temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia",34.975403011254,TRUE,686,9.15413673111637,12.6406590800146,-1.68901546484514,0.732226588087928
2016,13,"raiz","Mxy_TA",".respuesta ~ x_km + y_km + temperatura_bilineal_c + altitud_m",53.0609895190745,TRUE,686,9.53996585563737,13.1359185986817,-1.86066525603679,0.710832878176801
2016,13,"raiz","Mxy_RA",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia + altitud_m",3.43765183220737,FALSE,686,9.81698806232213,13.6774834979759,-2.12903723011623,0.686497928936507
2016,13,"raiz","Mxy_TRA",".respuesta ~ x_km + y_km + temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",53.2398189313292,TRUE,686,9.17891896904303,12.6800661897079,-1.69044160939341,0.73055442458863
2016,13,"log1p","M0",".respuesta ~ 1",NA,FALSE,686,19.0825488475347,27.516763684858,-12.6179144040366,-0.268886344168092
2016,13,"log1p","Mxy",".respuesta ~ x_km + y_km",1.3544415662,FALSE,686,13.4352502195202,24.886620509135,-1.17342443345299,-0.0379104056899258
2016,13,"log1p","Malt",".respuesta ~ altitud_m",1,FALSE,686,15.5707412142198,21.5920024365463,-10.1117321123967,0.218707138283527
2016,13,"log1p","MT",".respuesta ~ temperatura_bilineal_c",1,FALSE,686,10.5915302004799,13.8527072169857,-2.44810389057325,0.678413857753536
2016,13,"log1p","MR",".respuesta ~ radiacion_bilineal_mj_m2_dia",1,FALSE,686,18.3904659392508,27.3259186759254,-11.6754271130875,-0.251346428139793
2016,13,"log1p","MTR",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia",1.06628685847598,FALSE,686,10.0511371980797,13.0692057092485,-2.77094597525165,0.713762583839251
2016,13,"log1p","MTA",".respuesta ~ temperatura_bilineal_c + altitud_m",1.84918213228089,FALSE,686,10.1362804097753,13.4031099091115,-2.69061087966131,0.698949624557337
2016,13,"log1p","MRA",".respuesta ~ radiacion_bilineal_mj_m2_dia + altitud_m",1.01316117682133,FALSE,686,15.5713261733021,21.720786235054,-9.84647942749169,0.209359424801676
2016,13,"log1p","MTRA",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",1.9578169390554,FALSE,686,9.80186852919749,12.8922727119105,-2.91749093380278,0.72146037758607
2016,13,"log1p","Mxy_alt",".respuesta ~ x_km + y_km + altitud_m",3.06984852824171,FALSE,686,14.8016106622938,29.4031602206467,-0.311156180515356,-0.448825349853232
2016,13,"log1p","Mxy_T",".respuesta ~ x_km + y_km + temperatura_bilineal_c",34.9713623429134,TRUE,686,11.6030385950246,16.30679318457,-1.91870529860773,0.554379520478538
2016,13,"log1p","Mxy_R",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia",2.01685796505802,FALSE,686,14.6914188127249,30.2384572666153,0.0267092186799135,-0.532312257263284
2016,13,"log1p","Mxy_TR",".respuesta ~ x_km + y_km + temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia",34.975403011254,TRUE,686,10.8982742923327,15.053415049084,-1.52101068114235,0.620249733425144
2016,13,"log1p","Mxy_TA",".respuesta ~ x_km + y_km + temperatura_bilineal_c + altitud_m",53.0609895190745,TRUE,686,11.8291477370268,16.6834461935399,-1.86989630024056,0.533555963128534
2016,13,"log1p","Mxy_RA",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia + altitud_m",3.43765183220737,FALSE,686,16.3993338479207,37.9242144504125,1.31995522025154,-1.41024506728234
2016,13,"log1p","Mxy_TRA",".respuesta ~ x_km + y_km + temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",53.2398189313292,TRUE,686,10.9900153619622,15.2050480768409,-1.50645411252454,0.612560754191808
2017,13,"original","M0",".respuesta ~ 1",NA,FALSE,686,23.3033758317165,28.9423826162512,-1.14430363973683e-15,-0.00292183920294065
2017,13,"original","Mxy",".respuesta ~ x_km + y_km",1.3544415662,FALSE,686,19.379750183802,23.3530616506898,-0.00962685469251539,0.347040599081581
2017,13,"original","Malt",".respuesta ~ altitud_m",1,FALSE,686,20.3269360720428,24.8235813165183,-0.0324640684289829,0.262219108819199
2017,13,"original","MT",".respuesta ~ temperatura_bilineal_c",1,FALSE,686,18.4364859600549,22.4139168500244,-0.0147341748821612,0.398502204127797
2017,13,"original","MR",".respuesta ~ radiacion_bilineal_mj_m2_dia",1,FALSE,686,18.1369109057669,23.0026068471741,-0.00246184118492551,0.366491216550709
2017,13,"original","MTR",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia",1.26960771863725,FALSE,686,15.7028614127921,19.9253423927657,-0.00100867237643633,0.524653705027965
2017,13,"original","MTA",".respuesta ~ temperatura_bilineal_c + altitud_m",1.90380589094684,FALSE,686,18.3381517151116,22.2229425557984,-0.0219498001479692,0.408708474561716
2017,13,"original","MRA",".respuesta ~ radiacion_bilineal_mj_m2_dia + altitud_m",1.06764539583924,FALSE,686,16.0874768102719,20.2884042453799,-0.0120236618885488,0.507173211735312
2017,13,"original","MTRA",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",2.2878823453783,FALSE,686,15.3239744607414,19.482590737349,-0.00763109658525803,0.545543894476228
2017,13,"original","Mxy_alt",".respuesta ~ x_km + y_km + altitud_m",3.06984852824171,FALSE,686,19.2259253251791,23.1368854492083,-0.0126544807782451,0.359073364793762
2017,13,"original","Mxy_T",".respuesta ~ x_km + y_km + temperatura_bilineal_c",40.0372797274748,TRUE,686,17.8785965330783,21.84497254012,-0.0188875707064642,0.428650918506338
2017,13,"original","Mxy_R",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia",1.78600674665216,FALSE,686,15.3079858488065,19.1482736022423,0.0121698417467889,0.561006817328622
2017,13,"original","Mxy_TR",".respuesta ~ x_km + y_km + temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia",46.2111263994438,TRUE,686,15.1952432099506,19.0139629985559,0.0154356808457233,0.567143626915715
2017,13,"original","Mxy_TA",".respuesta ~ x_km + y_km + temperatura_bilineal_c + altitud_m",55.3495961764001,TRUE,686,16.9755010440752,20.69981842852,-0.0231019081148337,0.486983185943587
2017,13,"original","Mxy_RA",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia + altitud_m",3.68137845274948,FALSE,686,14.6979432310464,18.4855500227017,0.00542577107604098,0.590868157539812
2017,13,"original","Mxy_TRA",".respuesta ~ x_km + y_km + temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",62.8190759520778,TRUE,686,14.1200098639076,17.9128969683742,0.00417657965116987,0.615824041798343
2017,13,"raiz","M0",".respuesta ~ 1",NA,FALSE,686,23.0708221612619,29.0604159405943,-2.63902515310928,-0.0111187859655384
2017,13,"raiz","Mxy",".respuesta ~ x_km + y_km",1.3544415662,FALSE,686,18.8872972873789,23.0315365292483,-1.80092245840395,0.364896724882407
2017,13,"raiz","Malt",".respuesta ~ altitud_m",1,FALSE,686,19.8325340124313,24.3623539675,-2.00765858113961,0.289380656503118
2017,13,"raiz","MT",".respuesta ~ temperatura_bilineal_c",1,FALSE,686,18.0023261989337,22.074407081615,-1.67805099713424,0.416586301881643
2017,13,"raiz","MR",".respuesta ~ radiacion_bilineal_mj_m2_dia",1,FALSE,686,17.947129090841,23.0475517256964,-1.67116601880716,0.364013167673017
2017,13,"raiz","MTR",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia",1.26960771863725,FALSE,686,15.7315642519503,20.0542150478229,-1.30679921119169,0.518484953385579
2017,13,"raiz","MTA",".respuesta ~ temperatura_bilineal_c + altitud_m",1.90380589094684,FALSE,686,17.8181407927003,21.7773358162313,-1.64986758326575,0.432183480029134
2017,13,"raiz","MRA",".respuesta ~ radiacion_bilineal_mj_m2_dia + altitud_m",1.06764539583924,FALSE,686,15.9422780629691,20.2639055796765,-1.33907606414706,0.508362690122077
2017,13,"raiz","MTRA",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",2.2878823453783,FALSE,686,15.4083532973872,19.6467494112434,-1.25324719065775,0.537853211900075
2017,13,"raiz","Mxy_alt",".respuesta ~ x_km + y_km + altitud_m",3.06984852824171,FALSE,686,18.6473179067967,22.668635898082,-1.76174919739037,0.384753288406998
2017,13,"raiz","Mxy_T",".respuesta ~ x_km + y_km + temperatura_bilineal_c",40.0372797274748,TRUE,686,17.4541555908408,21.4883913072397,-1.58263963360178,0.447151245852852
2017,13,"raiz","Mxy_R",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia",1.78600674665216,FALSE,686,15.4612963062631,19.611809902033,-1.18445915758618,0.539495501284281
2017,13,"raiz","Mxy_TR",".respuesta ~ x_km + y_km + temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia",46.2111263994438,TRUE,686,15.2341997416438,19.220837448786,-1.16040521426078,0.557673316549683
2017,13,"raiz","Mxy_TA",".respuesta ~ x_km + y_km + temperatura_bilineal_c + altitud_m",55.3495961764001,TRUE,686,16.6271797818111,20.3944342911362,-1.42040136659234,0.502008587567759
2017,13,"raiz","Mxy_RA",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia + altitud_m",3.68137845274948,FALSE,686,14.8799277116474,18.8738026276381,-1.10467998560947,0.573501659650758
2017,13,"raiz","Mxy_TRA",".respuesta ~ x_km + y_km + temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",62.8190759520778,TRUE,686,14.1326321262654,17.9008316748502,-1.0366629282933,0.616341393590487
2017,13,"log1p","M0",".respuesta ~ 1",NA,FALSE,686,22.9644680002311,29.3949558660896,-5.1616554451524,-0.0345325323788248
2017,13,"log1p","Mxy",".respuesta ~ x_km + y_km",1.3544415662,FALSE,686,18.6441132262695,23.0800775925197,-3.70826536809611,0.362216827668211
2017,13,"log1p","Malt",".respuesta ~ altitud_m",1,FALSE,686,19.672630401187,24.3579663863503,-4.07891604316043,0.289636593944832
2017,13,"log1p","MT",".respuesta ~ temperatura_bilineal_c",1,FALSE,686,17.7601810224197,22.0625487480674,-3.464286288628,0.41721295119093
2017,13,"log1p","MR",".respuesta ~ radiacion_bilineal_mj_m2_dia",1,FALSE,686,17.9745941488998,23.3806726962885,-3.33988835293694,0.345495658198
2017,13,"log1p","MTR",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia",1.26960771863725,FALSE,686,16.0185204284586,20.6398554074333,-2.59626499599148,0.489951084678302
2017,13,"log1p","MTA",".respuesta ~ temperatura_bilineal_c + altitud_m",1.90380589094684,FALSE,686,17.5513971459792,21.6811267606091,-3.39684315154232,0.437189456883415
2017,13,"log1p","MRA",".respuesta ~ radiacion_bilineal_mj_m2_dia + altitud_m",1.06764539583924,FALSE,686,16.0554066945885,20.6635773989065,-2.63803233382635,0.48877798255475
2017,13,"log1p","MTRA",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",2.2878823453783,FALSE,686,15.7408732736746,20.2439396363631,-2.44627938269809,0.509331029299097
2017,13,"log1p","Mxy_alt",".respuesta ~ x_km + y_km + altitud_m",3.06984852824171,FALSE,686,18.3626725147083,22.6133543343784,-3.63377898602045,0.387750409934161
2017,13,"log1p","Mxy_T",".respuesta ~ x_km + y_km + temperatura_bilineal_c",40.0372797274748,TRUE,686,17.2195699797475,21.4652825092826,-3.28626415701778,0.448339682943922
2017,13,"log1p","Mxy_R",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia",1.78600674665216,FALSE,686,15.851485752187,20.5251198560376,-2.28001270053888,0.495605977696796
2017,13,"log1p","Mxy_TR",".respuesta ~ x_km + y_km + temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia",46.2111263994438,TRUE,686,15.485766851011,19.7443897359125,-2.30322666080013,0.533248247443593
2017,13,"log1p","Mxy_TA",".respuesta ~ x_km + y_km + temperatura_bilineal_c + altitud_m",55.3495961764001,TRUE,686,16.4384223958167,20.3652306712451,-2.88137450794718,0.503433754772194
2017,13,"log1p","Mxy_RA",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia + altitud_m",3.68137845274948,FALSE,686,15.2587579671977,19.6210105964026,-2.10372191094401,0.539063317305879
