"anio","semana","n_celdas","estado","escala","modelo","formula","vif_max","MAE","RMSE","sesgo","R2","moran_I","moran_p","familia","nugget","psill","range_km","SSE","tipo_kriging","RMSE_mcg_kriging","MAE_mcg_kriging","sesgo_mcg_kriging","R2_predictivo_mcg_kriging","n_validacion_kriging","cobertura95_escala","validacion"
2020,10,686,"FINAL_KRIGING","raiz","MTRA",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",2.8148643087582,10.7878364633557,14.6097676852884,-1.36003920174726,0.569509183865409,0.70477584531591,0.005,"esferico",0.168807440431451,1.29846330979767,51.3146523960848,0.0120571186523895,"universal",7.26433080268533,4.66959041878261,-0.402122252920118,0.893568913343761,686,0.950437317784257,"LOO_condicional_covarianza_fija"
2021,10,686,"FINAL_KRIGING","original","Mxy_R",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia",4.15514262943361,12.4043739775707,16.8706969482433,0.0107661333917944,0.541317413062034,0.795210143147659,0.005,"esferico",9.85516892609251,295.044623905166,53.2338939476866,10473.0145509572,"universal",6.29560797265456,4.40215223372849,-0.00483796567033561,0.936126375878991,686,0.957725947521866,"LOO_condicional_covarianza_fija"
2022,10,686,"FINAL_KRIGING","original","Mxy_alt",".respuesta ~ x_km + y_km + altitud_m",3.06984852824171,12.7075574595623,16.1248704254589,-0.00956383381104165,0.413956268507949,0.728892698507981,0.005,"esferico",16.4685034670173,240.590148577543,41.0648947277725,4155.5502082645,"universal",7.33142783130352,5.13140456911879,-0.0270244110681366,0.878852436048699,686,0.940233236151603,"LOO_condicional_covarianza_fija"
2023,10,686,"FINAL_KRIGING","original","MTRA",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",8.20246333799247,14.1008868039714,17.2548960090771,-0.0064869782544528,0.191845540670239,0.886213213145545,0.005,"gaussiano",22.3112672644672,305.681217911245,27.7917233940468,1919.02272936361,"universal",5.71471283345417,3.87266900313079,-0.0329187777594,0.911354130384816,686,0.915451895043732,"LOO_condicional_covarianza_fija"
2024,10,686,"FINAL_KRIGING","original","M0",".respuesta ~ 1",NA,4.45077265109713,5.70030163607072,-3.08189335375493e-15,-0.00292183920294131,0.568205000794632,0.005,"esferico",11.0148210241788,22.2861118961701,71.9197981606385,19.3772372957842,"ordinario",3.80256244995206,2.32996491771193,-0.0128626818393369,0.553702838907636,686,0.943148688046647,"LOO_condicional_covarianza_fija"
2025,10,686,"FINAL_KRIGING","original","Mxy_alt",".respuesta ~ x_km + y_km + altitud_m",3.06984852824171,17.6448926799413,21.8215517609449,-0.0111608872398971,0.198179697464799,0.891371523432967,0.005,"gaussiano",28.1609973318347,500.968534796432,29.8364423655344,32911.2314189916,"universal",7.13337498999039,5.45446000529723,0.0128434056791231,0.914316756743836,686,0.899416909620991,"LOO_condicional_covarianza_fija"
2011,11,686,"FINAL_KRIGING","raiz","Mxy_RA",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia + altitud_m",6.53073194664309,18.266819748631,27.2641903583156,-2.27470463976799,0.519998967723803,0.926527809014756,0.005,"gaussiano",0.132502213449064,2.36393512796677,44.46483337163,0.26925163682839,"universal",7.2694133809213,4.82402808267332,-0.220135355774692,0.965876333187827,686,0.916909620991254,"LOO_condicional_covarianza_fija"
2012,11,686,"FINAL_KRIGING","raiz","MTRA",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",2.11022426911344,15.1717860624688,19.4110798837731,-1.72819156182058,0.626221260216378,0.891266666332713,0.005,"gaussiano",0.0505363661583603,1.66677178053893,24.0755937869412,1.01872646102751,"universal",5.17440700117355,3.49176185408892,-0.0870942785664887,0.973439492230929,686,0.861516034985423,"LOO_condicional_covarianza_fija"
2013,11,686,"FINAL_KRIGING","raiz","MTRA",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",1.9988593659894,17.6836636363242,24.6690326756147,-1.9870983814941,0.42882928198885,0.779883995270439,0.005,"esferico",0.180581845566059,1.94582543994779,72.6364665343485,0.152898176791352,"universal",7.82893909166566,5.35249953720865,-0.413727280706793,0.942473556824166,686,0.969387755102041,"LOO_condicional_covarianza_fija"
2014,11,686,"FINAL_KRIGING","original","MTRA",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",1.9014414117913,14.9995932021291,18.3887180358228,-0.0167236318556343,0.31399883506513,0.832100931131515,0.005,"esferico",0,344.5725761701,57.3461123049863,10223.2262847702,"universal",5.76369873529977,4.21569367775468,0.0142330856943362,0.932605494518596,686,0.9533527696793,"LOO_condicional_covarianza_fija"
2015,11,686,"FINAL_KRIGING","raiz","Mxy_R",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia",5.4438685450329,8.15278455875083,11.8272756254448,-2.91857779859029,0.500714232564528,0.821667036355381,0.005,"esferico",0,3.39299925504532,63.4404805502152,3.33851826110092,"universal",4.59863779020099,2.23185562593164,-0.387065691735792,0.924518910801469,686,0.902332361516035,"LOO_condicional_covarianza_fija"
2016,11,686,"FINAL_KRIGING","original","Mxy",".respuesta ~ x_km + y_km",1.3544415662,14.4496127123725,17.5990615391812,-0.0140807975240623,0.0742104380630313,0.869174457963272,0.005,"gaussiano",53.0153713620753,339.123315940039,54.4979015859701,457.038095812933,"universal",8.11710024148018,6.19914207810253,0.0103141124955158,0.803059480736855,686,0.935860058309038,"LOO_condicional_covarianza_fija"
2017,11,686,"FINAL_KRIGING","original","Mxy_R",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia",3.61597191556116,17.5264163012481,22.6716661620694,-0.00673094787512168,0.375894465356401,0.818374274613728,0.005,"esferico",0,546.399378220544,52.0596578734456,40523.115537734,"universal",7.34728225016726,5.67505703832411,0.00718619308597123,0.934454239669809,686,0.973760932944606,"LOO_condicional_covarianza_fija"
2018,11,686,"FINAL_KRIGING","original","MTRA",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",6.46282626924661,6.70117142080399,8.25532649032734,-0.00203399491638244,0.348814570685008,0.736919892628124,0.005,"exponencial",4.21638215967786,71.3047958289421,28.0355610990594,56.9182753902228,"universal",3.97965664683794,2.47049618453713,0.00877918566070526,0.84866918371306,686,0.946064139941691,"LOO_condicional_covarianza_fija"
2019,11,686,"FINAL_KRIGING","original","MTRA",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",1.82655161804841,11.66425108536,17.3367932944509,0.000757734252424583,0.672353014378809,0.861862071161367,0.005,"exponencial",0,385.256801351413,46.725187557338,694.887501854847,"universal",5.18317432164153,3.70929471305261,0.00705114478087948,0.970713986029873,686,0.963556851311953,"LOO_condicional_covarianza_fija"
2020,11,686,"FINAL_KRIGING","original","Mxy_RA",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia + altitud_m",3.08846685291145,18.9952167812809,24.2220485829078,0.00946682348686904,0.279654767584283,0.877853148596978,0.005,"esferico",31.3778745332172,708.814605454015,114.952377274994,1086.43196109232,"universal",7.34154142942624,5.22787373153113,0.022298785052937,0.933825075839352,686,0.972303206997085,"LOO_condicional_covarianza_fija"
2021,11,686,"FINAL_KRIGING","original","MR",".respuesta ~ radiacion_bilineal_mj_m2_dia",1,12.3408780651491,16.5976529341151,0.00277384260247201,0.680009631202135,0.743947536394582,0.005,"esferico",13.125599326461,283.16686877351,42.8317189722491,10246.2729308576,"universal",7.61784349294932,5.5457328855463,-0.00578032943564352,0.932592589963835,686,0.946064139941691,"LOO_condicional_covarianza_fija"
2022,11,686,"FINAL_KRIGING","original","Mxy_RA",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia + altitud_m",5.76137377652057,3.69758350228532,5.56617777381778,-0.00210009493691389,0.247551272868768,0.691648724268359,0.005,"exponencial",0,30.7268641370943,13.772821684182,21.9215634380989,"universal",2.93667600714729,1.70413666450443,-0.00999271700628089,0.790552666204795,686,0.93002915451895,"LOO_condicional_covarianza_fija"
2023,11,686,"FINAL_KRIGING","original","Mxy_RA",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia + altitud_m",9.87296993450084,24.8423639343526,30.523814513077,-0.0149803760423119,0.196010717945512,0.880724497488653,0.005,"gaussiano",58.0637819195421,943.868897243942,27.8725901156896,137781.026587913,"universal",9.4361923287073,7.17503418686386,-0.0170596783807282,0.923163740275498,686,0.915451895043732,"LOO_condicional_covarianza_fija"
2024,11,686,"FINAL_KRIGING","original","MTRA",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",1.86817454827701,6.91621190993254,9.36518749426788,-0.00425593042793182,0.71722728011902,0.68710026607382,0.005,"esferico",17.2604360963209,73.4532315035399,50.7490959316865,1096.10787411517,"universal",5.19976073253417,3.19738598833198,-0.00182151407921977,0.912829150940649,686,0.948979591836735,"LOO_condicional_covarianza_fija"
2025,11,686,"FINAL_KRIGING","original","MRA",".respuesta ~ radiacion_bilineal_mj_m2_dia + altitud_m",2.01905191782179,14.4327316473513,18.78554463762,-0.0133552948143265,0.168117334774303,0.897849347552958,0.005,"esferico",0,438.425018846018,97.5089629866037,821.676248280749,"universal",4.80590604745073,3.55670948506921,0.0133572481402039,0.945554116988643,686,0.962099125364432,"LOO_condicional_covarianza_fija"
2011,12,686,"FINAL_KRIGING","raiz","MTRA",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",4.46464739280507,9.54549880185444,12.2273604919403,-1.06498504647051,0.684469351872179,0.780771256199524,0.005,"esferico",0.043057796283966,1.14995542531896,64.6063999807561,0.080802099094243,"universal",4.03749050200785,2.45863823744538,-0.209432114026298,0.965596775930983,686,0.972303206997085,"LOO_condicional_covarianza_fija"
2012,12,686,"FINAL_KRIGING","original","MTRA",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",2.46062883679082,16.0942623592383,21.7056509945032,-0.00202988712716254,0.794461928569111,0.871228406784322,0.005,"exponencial",0,560.592578556999,35.8970873229757,9615.45644888653,"universal",5.26409010367269,3.34643526744148,0.0356913669813325,0.987910919361377,686,0.985422740524781,"LOO_condicional_covarianza_fija"
2013,12,686,"FINAL_KRIGING","raiz","Mxy_RA",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia + altitud_m",4.35989579446784,18.9742725073229,28.2759837556621,-1.8740708633401,0.484358858759981,0.903682446671065,0.005,"gaussiano",0.240240732261011,2.2347235483739,61.0020722745486,0.153889445393727,"universal",9.60055469063483,7.05199959851791,-0.31827022375388,0.940556446158189,686,0.941690962099125,"LOO_condicional_covarianza_fija"
2014,12,686,"FINAL_KRIGING","raiz","MTRA",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",3.06037028458337,11.4676785235453,16.7115338603176,-3.98223831251308,0.792957860045317,0.848523898468794,0.005,"gaussiano",0.462497774640286,4.17029105936011,35.7119341062694,0.393645773479058,"universal",6.03564346178817,3.84777305582843,-0.630508472586221,0.972993190833046,686,0.91399416909621,"LOO_condicional_covarianza_fija"
2015,12,686,"FINAL_KRIGING","raiz","Mxy",".respuesta ~ x_km + y_km",1.3544415662,12.3499207298438,16.1534786646404,-1.76459972839186,0.343609217444412,0.874928546617173,0.005,"gaussiano",0.167036156422966,1.90109512163068,31.3472641273751,0.430329386007875,"universal",6.75313647002744,4.57803017209413,-0.261813997427022,0.885279402204829,686,0.906705539358601,"LOO_condicional_covarianza_fija"
2016,12,686,"FINAL_KRIGING","original","Mxy_RA",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia + altitud_m",3.07011863520589,10.9451322596841,14.1517607379752,0.00546128888874495,0.580041411665176,0.805949232925645,0.005,"esferico",21.803286585231,197.433083781082,70.6053825105062,2863.72446196577,"universal",5.62704566677704,3.97875645018025,-0.0221313182534656,0.933603315759359,686,0.956268221574344,"LOO_condicional_covarianza_fija"
2017,12,686,"FINAL_KRIGING","original","Mxy",".respuesta ~ x_km + y_km",1.3544415662,12.832905634408,16.0892635400018,-0.0086152570184673,0.0610769614817087,0.823117864475975,0.005,"esferico",0.518126484197437,282.355873740095,66.1884473322671,7466.34518514737,"universal",6.276798774089,4.74491599662396,-0.0156569066534395,0.857099391988777,686,0.919825072886297,"LOO_condicional_covarianza_fija"
2018,12,686,"FINAL_KRIGING","raiz","Mxy_RA",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia + altitud_m",3.89242568246,10.4670207701171,13.2376723414719,-0.773805415433523,0.370680378858589,0.811197237570925,0.005,"esferico",0.0214904806088906,0.81553346433499,59.1171247492582,0.00646796202218476,"universal",4.68826370472447,3.48977209269453,-0.162357886994738,0.921064551354325,686,0.967930029154519,"LOO_condicional_covarianza_fija"
2019,12,686,"FINAL_KRIGING","original","Mxy_RA",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia + altitud_m",7.78728355289949,12.6108132454132,16.4214077800163,-0.0120119618997609,0.40708389643554,0.777848022807803,0.005,"esferico",23.6640218008393,275.659425738402,71.7658623829888,7687.03008339404,"universal",7.14439934289389,4.97607511328608,-0.0204677962335671,0.887771303649217,686,0.947521865889213,"LOO_condicional_covarianza_fija"
2020,12,686,"FINAL_KRIGING","original","Mxy_alt",".respuesta ~ x_km + y_km + altitud_m",3.06984852824171,3.60234685509663,5.41917253875953,-0.00103346721222005,0.0208714121624226,0.652882654711829,0.005,"gaussiano",7.65040598785323,18.7803061915566,18.2220986180173,18.0206901354612,"universal",3.07673535028214,1.61801101722508,-0.00958859243376643,0.684387600790902,686,0.931486880466472,"LOO_condicional_covarianza_fija"
2021,12,686,"FINAL_KRIGING","log1p","Mxy",".respuesta ~ x_km + y_km",1.3544415662,10.42863997434,13.7946221317051,-1.81181202342682,0.584401581143427,0.792932658232487,0.005,"esferico",0.000661910772155179,0.0746926531456178,48.0121951369001,0.000960386655476997,"universal",5.96616550141965,4.14336496289705,-0.304211253294548,0.922259941613915,686,0.954810495626822,"LOO_condicional_covarianza_fija"
2022,12,686,"FINAL_KRIGING","original","Mxy_R",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia",3.17643447174623,11.7355871041047,14.1639795600065,-0.0269528938496312,0.114610025695521,0.827942657161376,0.005,"esferico",0.0602891687594656,234.485265983689,82.0963449551176,471.536530735029,"universal",5.11994917302534,3.56430291376886,-0.00113254928832633,0.884310134402661,686,0.924198250728863,"LOO_condicional_covarianza_fija"
2023,12,686,"FINAL_KRIGING","raiz","MTRA",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",9.848975616531,10.6545951779765,13.4207228425698,-0.986935246955968,0.325486047373396,0.787033916975325,0.005,"esferico",0.0277708618421362,0.963089176232126,47.7752866906187,0.0132687887961305,"universal",5.15155422061901,3.91108384928123,-0.168668448690816,0.900616182949176,686,0.96064139941691,"LOO_condicional_covarianza_fija"
2024,12,686,"FINAL_KRIGING","raiz","MTR",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia",1.21703914732492,9.76950898285392,13.0053662932786,-1.6574891624312,0.628152925107583,0.70523937354578,0.005,"esferico",0.191830657406858,1.61001425753634,39.2329052419071,0.408710615196641,"universal",6.5263467178274,4.66794531947921,-0.515859814795696,0.906360415678675,686,0.951895043731778,"LOO_condicional_covarianza_fija"
2025,12,686,"FINAL_KRIGING","original","Mxy_R",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia",1.3750562327852,11.0382978989951,14.6244962481205,-0.00714434959678263,0.77737612081794,0.85037423115346,0.005,"gaussiano",18.2190249430276,204.672148682404,27.5191238434648,2355.26153774977,"universal",5.02859483535598,3.58755070231016,-0.0150565438191633,0.973678950303954,686,0.924198250728863,"LOO_condicional_covarianza_fija"
2011,13,686,"FINAL_KRIGING","raiz","Mxy_RA",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia + altitud_m",5.46710842430173,14.623683619031,20.4315546526078,-1.51563815342985,0.561187401491903,0.89978720149805,0.005,"gaussiano",0.125550991594083,1.5495970859638,34.7248650300414,0.171652885152895,"universal",6.07810078096563,4.30017413029526,-0.147274149895821,0.961166006447535,686,0.950437317784257,"LOO_condicional_covarianza_fija"
2012,13,686,"FINAL_KRIGING","original","MTRA",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",2.36395344660001,15.7897943170626,20.3218078504222,0.00946721043083914,0.181300066237809,0.911940305726682,0.005,"gaussiano",38.0074345390754,421.399325431789,34.3685031313718,5945.0036317829,"universal",6.48189157042036,4.79167585180841,-0.0210923339161816,0.916707941082826,686,0.932944606413994,"LOO_condicional_covarianza_fija"
2013,13,686,"FINAL_KRIGING","raiz","Mxy_R",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia",3.42429161288844,11.0058010232107,15.4663418139628,-1.92705684707122,0.864280490364963,0.744639066659675,0.005,"esferico",0.154366549504451,1.94600101434282,49.4087566366043,0.117700260340567,"universal",4.69034191633086,2.99585913405297,-0.460515667793665,0.987518232754654,686,0.931486880466472,"LOO_condicional_covarianza_fija"
2014,13,686,"FINAL_KRIGING","raiz","MTRA",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",6.60888711384376,14.6068227006973,18.3222603995628,-1.49964386708059,0.885670882808023,0.899547296278468,0.005,"exponencial",0.0352635664569341,2.31724929002537,76.6426247458562,0.0658168313943123,"universal",5.71018335537109,3.81034156901652,-0.142195647546436,0.988895503914917,686,0.979591836734694,"LOO_condicional_covarianza_fija"
2015,13,686,"FINAL_KRIGING","raiz","Mxy_RA",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia + altitud_m",4.10665526507436,23.1016328328566,30.4198229721502,-3.60010078793624,0.301690083328286,0.868707095387379,0.005,"esferico",0.0869457821927177,4.28463133540034,90.4106517707866,0.710811311591763,"universal",9.05759683496481,6.22376279418689,-0.387910716977094,0.938089998241887,686,0.950437317784257,"LOO_condicional_covarianza_fija"
2016,13,686,"FINAL_KRIGING","raiz","MT",".respuesta ~ temperatura_bilineal_c",1,9.60222922628008,12.600107287518,-2.29047138136056,0.733941890143915,0.814719525092507,0.005,"exponencial",0,2.8492615290435,35.5080087113672,0.144151258575191,"universal",5.25840901738582,3.40480747555611,-0.314828389447892,0.953662057818433,686,0.940233236151603,"LOO_condicional_covarianza_fija"
2017,13,686,"FINAL_KRIGING","original","Mxy_RA",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia + altitud_m",3.68137845274948,14.6979432310464,18.4855500227017,0.00542577107604098,0.590868157539812,0.802104002168719,0.005,"esferico",7.53464515858412,362.152866887221,52.6950049490547,4083.71320230604,"universal",6.98192386040706,5.24083685243741,0.0029931767753611,0.941635503388147,686,0.956268221574344,"LOO_condicional_covarianza_fija"
2018,13,686,"FINAL_KRIGING","raiz","Mxy_alt",".respuesta ~ x_km + y_km + altitud_m",3.06984852824171,20.5085076110641,27.4469556288455,-2.03966050191372,0.297499925538594,0.880600402436844,0.005,"gaussiano",0.177714524783293,2.12944089436123,29.7238972570943,0.148246868857057,"universal",9.2855810340256,6.91329465499007,-0.250640463642193,0.919596272519361,686,0.934402332361516,"LOO_condicional_covarianza_fija"
2019,13,686,"FINAL_KRIGING","raiz","Mxy",".respuesta ~ x_km + y_km",1.3544415662,10.4009034874045,13.389534096027,-0.898903760406591,0.575440367877852,0.893502826777384,0.005,"gaussiano",0.0877032285415408,0.913771199053103,32.0349054063667,0.0242040428409849,"universal",4.86838422542369,3.37373117318045,-0.1146022398233,0.943872272301371,686,0.956268221574344,"LOO_condicional_covarianza_fija"
2020,13,686,"FINAL_KRIGING","original","Mxy_RA",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia + altitud_m",3.70598964045752,7.35319212536184,9.92168383086029,-0.00775673467126486,0.382404507125817,0.731908708334747,0.005,"esferico",11.5949328633256,85.5120983023911,51.7809144011707,806.312237835376,"universal",4.71968569357756,2.94410869373935,-0.0183267621241692,0.860247525410689,686,0.941690962099125,"LOO_condicional_covarianza_fija"
2021,13,686,"FINAL_KRIGING","original","MTR",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia",1.65773404923108,16.7720329058797,21.029772561927,-0.00036698133428465,0.813644672140276,0.808145516299759,0.005,"esferico",5.95988267562922,441.105910097559,51.3869176726053,33060.5866273634,"universal",7.42053272887283,5.55901412310804,0.0102706750969231,0.976797069889282,686,0.96064139941691,"LOO_condicional_covarianza_fija"
2022,13,686,"FINAL_KRIGING","original","Mxy_RA",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia + altitud_m",7.82874341923433,10.7918713316714,13.7594335714683,-0.0182245060753089,0.50447159736312,0.727312104462406,0.005,"esferico",16.7586198221999,182.532189523671,52.152058783406,984.11567769356,"universal",6.58941608715407,4.93354714817432,-0.0182066857862263,0.886352129008967,686,0.938775510204082,"LOO_condicional_covarianza_fija"
2023,13,686,"FINAL_KRIGING","original","Mxy_R",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia",6.798251270287,10.0845766498741,12.6928179781639,-0.00898971133797028,0.281068338300548,0.848247405411687,0.005,"esferico",0,171.40611240439,57.9172025074296,7776.72040228468,"universal",3.72475600259182,2.74159157902668,-0.0132580606891821,0.938089093416261,686,0.97667638483965,"LOO_condicional_covarianza_fija"
2024,13,686,"FINAL_KRIGING","original","MTA",".respuesta ~ temperatura_bilineal_c + altitud_m",1.82199896267224,10.4645525863162,12.9381941868688,-0.00744377668769135,0.0731493617134965,0.726757743650977,0.005,"esferico",21.0827879830529,157.473809689093,50.8087462356392,3495.03932857578,"universal",6.05651010764453,4.3174337982228,-0.0303666969211856,0.796901219429646,686,0.9533527696793,"LOO_condicional_covarianza_fija"
2025,13,686,"FINAL_KRIGING","original","Mxy_RA",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia + altitud_m",5.76849071640329,17.3259180353093,22.3048007665492,-0.00445431890716847,0.357377700937613,0.886000611815426,0.005,"esferico",0,546.70106290253,68.0826006512504,8455.97935710376,"universal",6.26578270926221,4.75836781965229,0.0337162171825673,0.949288114904901,686,0.966472303206997,"LOO_condicional_covarianza_fija"
2011,14,686,"FINAL_KRIGING","original","Mxy_RA",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia + altitud_m",5.32747806460057,25.8098167780858,33.8655687709432,-0.0116427278698384,0.693560093372309,0.905826647975021,0.005,"exponencial",0,1562.01900193731,57.9221721876452,12792.6716633878,"universal",7.72496333185601,5.60733133218491,-0.0187877214833354,0.984055113701461,686,0.985422740524781,"LOO_condicional_covarianza_fija"
2012,14,686,"FINAL_KRIGING","log1p","Mxy",".respuesta ~ x_km + y_km",1.3544415662,9.54799816982438,13.403758164504,-1.90417928744293,0.753393477781221,0.882168868792795,0.005,"gaussiano",0.00447784840957884,0.0773153410064216,29.0298171434276,0.00150278502971936,"universal",3.5427448684667,2.51073194240821,-0.134341168519846,0.982772147420378,686,0.906705539358601,"LOO_condicional_covarianza_fija"
2013,14,686,"FINAL_KRIGING","log1p","MTRA",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",2.14774099474507,12.4102333395314,17.8899807963018,-2.12685935162277,0.786506978037931,0.879502260535663,0.005,"esferico",0,0.122966534266152,80.5862901146399,0.000288420537916897,"universal",3.74470114273432,2.54917110007792,-0.197249686292836,0.990645980685281,686,0.96064139941691,"LOO_condicional_covarianza_fija"
2014,14,686,"FINAL_KRIGING","log1p","MTA",".respuesta ~ temperatura_bilineal_c + altitud_m",1.8471167884437,10.1999481259818,15.0770720603805,-3.21990734363612,0.849597558852047,0.694135951800431,0.005,"esferico",0,0.165897322624036,43.2117500922924,0.0011787020801061,"universal",3.645813355473,2.5229539771175,-0.224917457193965,0.991205528876724,686,0.96064139941691,"LOO_condicional_covarianza_fija"
2015,14,686,"FINAL_KRIGING","original","Mxy_R",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia",1.80333436126041,7.07660162299899,8.78383266697719,-0.00303776991555879,0.32457345584154,0.811824848193651,0.005,"esferico",0.919582682558609,83.0615847759363,61.4236576684633,1258.02950875256,"universal",3.39388223965511,2.23016624537958,-0.00280053090416439,0.899166798831944,686,0.928571428571429,"LOO_condicional_covarianza_fija"
2016,14,686,"FINAL_KRIGING","raiz","MTA",".respuesta ~ temperatura_bilineal_c + altitud_m",1.90043378076063,12.4204302990463,16.0546987721674,-0.798982971948367,0.399780488660096,0.763297967496818,0.005,"esferico",0.0143636256602442,0.818714989447339,39.7610539022765,0.0873183076635568,"universal",6.95334877249512,4.96239852159989,-0.201690504277927,0.887411556987014,686,0.9533527696793,"LOO_condicional_covarianza_fija"
2017,14,686,"FINAL_KRIGING","original","Mxy_RA",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia + altitud_m",4.42003733700133,13.9175730403813,17.8708006980298,-0.0180744855435733,0.378431292957891,0.863367087401316,0.005,"gaussiano",31.9065330981932,285.599101996146,27.4102220403505,2117.34741766651,"universal",5.84647665845918,4.34349649033837,-0.00898043447058029,0.933474283739905,686,0.9533527696793,"LOO_condicional_covarianza_fija"
2018,14,686,"FINAL_KRIGING","original","MT",".respuesta ~ temperatura_bilineal_c",1,14.9286355615959,18.4723869758315,-0.00722594919805319,0.0901749528973683,0.801092954242305,0.005,"esferico",57.9307170420835,332.731412438525,83.1226521989815,1625.23087365893,"universal",8.14233252663381,5.70754953892721,-0.00762327847363659,0.823229609241756,686,0.951895043731778,"LOO_condicional_covarianza_fija"
2019,14,686,"FINAL_KRIGING","original","Mxy_RA",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia + altitud_m",6.71274512968813,9.47067139802317,12.5176785622589,-0.000945712091091267,0.336604651924567,0.706665354615529,0.005,"gaussiano",36.4148335592917,121.194378987362,20.3419436399031,642.917736058499,"universal",6.43292669645041,4.20324183111212,-0.0220428222096185,0.824796799004006,686,0.954810495626822,"LOO_condicional_covarianza_fija"
2020,14,686,"FINAL_KRIGING","raiz","Mxy_RA",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia + altitud_m",3.29248593447897,4.18970012900363,7.21769982824624,-2.30755622683672,0.438493063167581,0.671378319712158,0.005,"esferico",0.429053110010988,1.80243834624344,52.6737914630719,0.258923490035628,"universal",3.95031777278644,1.73902295365868,-0.804748951006727,0.831801716970321,686,0.918367346938776,"LOO_condicional_covarianza_fija"
2021,14,686,"FINAL_KRIGING","original","MTR",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia",1.84962651846001,15.4603933632592,18.7936662628424,-0.00172414476584148,0.773035431446284,0.829129554451236,0.005,"esferico",18.8641259847806,359.414110027336,68.2352381092653,550.962872862708,"universal",6.61510170856759,4.95345272331424,-0.0059153956694827,0.971880467514786,686,0.957725947521866,"LOO_condicional_covarianza_fija"
2022,14,686,"FINAL_KRIGING","original","MTR",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia",2.00725726200535,14.7437609495222,18.672016043056,-0.00380525286544497,0.686253168729354,0.764119849042754,0.005,"esferico",20.1549682099472,353.265927043161,50.1178922325143,1629.4726295882,"universal",8.26669839422445,6.2549858619339,-0.0198747771410878,0.938501983246826,686,0.943148688046647,"LOO_condicional_covarianza_fija"
