"anio","semana","n_celdas","estado","escala","modelo","formula","vif_max","MAE","RMSE","sesgo","R2","moran_I","moran_p","familia","nugget","psill","range_km","SSE","tipo_kriging","RMSE_mcg_kriging","MAE_mcg_kriging","sesgo_mcg_kriging","R2_predictivo_mcg_kriging","n_validacion_kriging","cobertura95_escala","validacion"
2021,1,686,"FINAL_KRIGING","log1p","Mxy_RA",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia + altitud_m",4.02034844765581,20.7708066100731,29.282856070888,-7.02209248819959,0.506800344194671,0.677587822429076,0.005,"esferico",0.111342923003098,0.596324419279809,52.1484051838662,0.0562887124693593,"universal",16.0173954101195,10.7830501285659,-2.32760631653724,0.852436246797948,686,0.950437317784257,"LOO_condicional_covarianza_fija"
2022,1,686,"FINAL_KRIGING","raiz","MTRA",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",6.65438392132524,18.9117461676343,23.535065376948,-1.97533665335934,0.578329151805583,0.767841674665951,0.005,"esferico",0,1.98110692391014,43.1730209001838,0.385926319922181,"universal",11.0593538639,8.31420092575976,-0.454455297885732,0.906888726191079,686,0.908163265306122,"LOO_condicional_covarianza_fija"
2023,1,686,"FINAL_KRIGING","raiz","Mxy_RA",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia + altitud_m",9.84668172761635,19.6460578490716,26.4247164263275,-3.84421811600968,0.208588173662013,0.859098544444466,0.005,"gaussiano",0.690035372797816,3.72285889034306,38.9482416292756,0.220121249132708,"universal",8.40501623824639,6.51171178635387,-0.736950015973569,0.919932000354237,686,0.9533527696793,"LOO_condicional_covarianza_fija"
2024,1,686,"FINAL_KRIGING","original","Mxy_R",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia",3.05691848658146,14.3086214336212,22.3977467007102,-0.0133075834919316,0.0860777703139747,0.616907867682986,0.005,"exponencial",201.734732399334,410.269294221998,73.6063805806199,4648.66875359626,"universal",14.6597351095483,7.96935302099854,-0.010985246440033,0.608481012139712,686,0.93002915451895,"LOO_condicional_covarianza_fija"
2025,1,686,"FINAL_KRIGING","original","MTRA",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",1.97664395491044,15.131738313458,18.2833999197683,-0.00366977857946541,0.145704806680979,0.656180012129752,0.005,"esferico",84.5136037025436,264.382537163977,63.7015108684308,1372.32033571508,"universal",10.8328239220957,7.37128485804813,-0.034112602634027,0.700099345626213,686,0.940233236151603,"LOO_condicional_covarianza_fija"
2011,2,686,"FINAL_KRIGING","original","Mxy_RA",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia + altitud_m",8.16660942408533,20.3861764666203,25.9397481913377,-0.0192424437306365,0.37827359301208,0.746156558455247,0.005,"esferico",115.069317384014,646.097717591125,73.254833543259,12222.1585893578,"universal",12.6465683847353,9.0836584060632,0.0124632799345764,0.852220839335121,686,0.957725947521866,"LOO_condicional_covarianza_fija"
2012,2,686,"FINAL_KRIGING","raiz","Mxy",".respuesta ~ x_km + y_km",1.3544415662,24.2525233422837,35.7278848695199,-3.1065015134328,0.668025777811977,0.911715296863141,0.005,"gaussiano",0.0619923232059877,3.64808927277988,39.054301766455,2.12473542832576,"universal",13.5207291725277,6.45908416322402,-0.264754066608609,0.952456628406192,686,0.835276967930029,"LOO_condicional_covarianza_fija"
2013,2,686,"REVISAR_COVARIANZA","raiz","MRA",".respuesta ~ radiacion_bilineal_mj_m2_dia + altitud_m",1.49708557116845,29.3327406382047,42.5109909870104,-5.19381355976267,0.682794538400082,0.944422198205449,0.005,"gaussiano",0,5.93567834366905,35.1938475653648,3.72966098155973,NA,NA,NA,NA,NA,NA,NA,NA
2014,2,686,"FINAL_KRIGING","original","Mxy_R",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia",1.89416586274666,13.0385082908113,16.9832840219563,0.00446975463200493,0.719687121496303,0.808427821609452,0.005,"esferico",0,304.264386215337,42.9705463336835,14977.6252667762,"universal",5.60842785940942,4.15991746275015,-0.0316076079794015,0.969430947219032,686,0.978134110787172,"LOO_condicional_covarianza_fija"
2015,2,686,"FINAL_KRIGING","raiz","Mxy_alt",".respuesta ~ x_km + y_km + altitud_m",3.06984852824171,4.29338530266337,5.97901688536303,-1.54720140344271,0.811270915453763,0.790479207800977,0.005,"exponencial",0.129938201107732,1.62672329941828,35.6253387121686,0.0703021389562964,"universal",2.67553949412423,1.54949744648502,-0.350892823496505,0.962207814677783,686,0.941690962099125,"LOO_condicional_covarianza_fija"
2016,2,686,"FINAL_KRIGING","original","MTR",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia",1.2068529743886,26.5863502373292,35.5116837679486,0.0234102269534811,0.6863998954495,0.888086499161648,0.005,"exponencial",0,1781.57037330087,59.0991006973271,62511.5319462782,"universal",10.1652109000586,7.18110866463501,-0.0309982859284942,0.974303944803532,686,0.963556851311953,"LOO_condicional_covarianza_fija"
2017,2,686,"FINAL_KRIGING","raiz","MTR",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia",1.16165327838318,10.0189892151458,13.559285409935,-0.874935972291238,0.614810453536792,0.77746682414752,0.005,"esferico",0.0805316289683412,0.860565602418527,58.2220601607577,0.0194470214637443,"universal",5.84120166093621,4.10315173295208,-0.212166699195262,0.928516585683321,686,0.954810495626822,"LOO_condicional_covarianza_fija"
2018,2,686,"FINAL_KRIGING","original","MTRA",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",4.40084595558411,21.1878436933284,26.7072404554866,-0.0206385087053446,0.0770276715259033,0.790106452553488,0.005,"esferico",21.0216196508444,732.172258623297,56.4299822064287,55731.8306488095,"universal",10.6847781352521,7.82045411720665,-0.0297124272209286,0.852272392308671,686,0.946064139941691,"LOO_condicional_covarianza_fija"
2019,2,686,"FINAL_KRIGING","original","MTRA",".respuesta ~ temperatura_bilineal_c + radiacion_bilineal_mj_m2_dia +      altitud_m",9.79704549457041,8.62577516102881,10.9658508826265,-0.00329616638737633,0.672181823536781,0.754340146001665,0.005,"esferico",7.57789819238394,117.714175155532,52.7128271979214,267.312255675505,"universal",4.82566085361763,3.45359406820161,-0.0307513486105661,0.936516340825529,686,0.944606413994169,"LOO_condicional_covarianza_fija"
2020,2,686,"FINAL_KRIGING","original","Mxy_alt",".respuesta ~ x_km + y_km + altitud_m",3.06984852824171,0.1259094732666,0.510142721605325,-0.000220340593354391,0.0167913835271315,0.0947302432779176,0.03,"gaussiano",0.0692279143404712,0.764154430276749,160.636333240137,0.0184433420369482,"universal",0.491508590463076,0.10299578214767,-0.000423462590637036,0.0873074369583111,686,0.962099125364432,"LOO_condicional_covarianza_fija"
2021,2,686,"FINAL_KRIGING","original","Mxy_RA",".respuesta ~ x_km + y_km + radiacion_bilineal_mj_m2_dia + altitud_m",3.1396566415494,23.8128829314389,32.0690397671502,0.00424110263335153,0.177602742655535,0.726083166429688,0.005,"esferico",193.332128616783,937.37454296351,69.3363945039832,43837.8532542646,"universal",16.8277988295054,11.9786724870589,-0.0382590776153498,0.773554150996552,686,0.9533527696793,"LOO_condicional_covarianza_fija"
