"familia","metodo","nugget","psill","range_km","SSE"
"esferico","MCO",10.2396618970637,522.3692205666,69.1302701899684,6229.70778915717
"esferico","MCP",24.3712733904483,503.974201445996,69.4582611440811,107087825.988307
"gaussiano","MCO",84.3492405312396,449.036343091334,33.7402844281354,5821.18491515582
"gaussiano","MCP",107.189662798339,423.486142917935,34.8540816674761,91977906.4742423
"exponencial","MCO",0,1.42375684353932,38.7591287452268,0.131564309520483
"exponencial","MCP",0,1.42479276205469,37.1786871260145,2255.53647383191
"esferico","MCO",0,1.31836204461102,80.7612189584272,0.0434941658954057
"esferico","MCP",0,1.32443548597352,80.9258897476069,748.814083104582
"gaussiano","MCO",0.166229958910561,1.15541336031689,39.210935674293,0.0498745651361929
"gaussiano","MCP",0.170744950513168,1.15869044502294,39.6416799181829,871.151247054521
"exponencial","MCO",0,14.1784546718615,8.15094649094167,16.0222596441024
"exponencial","MCP",11.6615971552602,9.35640103770374,266.897808876575,201202.747143693
"esferico","MCO",2.03959401201713,12.0038995955156,20.9508184787684,15.8544854055734
"esferico","MCP",11.7958873194395,5.20285836821777,266.897808876575,202009.164843249
"gaussiano","MCO",3.22811299060962,10.8167581226134,9.70949646591752,15.8517545279824
"gaussiano","MCP",12.4540804674453,3.8436748460571,110.996072496686,210105.017059411
"exponencial","MCO",0,615.028881228823,29.302449276865,32032.4004672114
"exponencial","MCP",0,619.586341435382,27.9409350458424,476546376.035581
"esferico","MCO",0,591.479328865876,67.8566164155849,12580.202287388
"esferico","MCP",0,597.346117616972,68.4782839193664,193743340.89506
"gaussiano","MCO",72.5766121870506,519.228149400756,32.5675111332413,13257.1839161092
"gaussiano","MCP",78.9854018092276,519.298371103376,33.3058401181126,206827200.016409
"exponencial","MCO",0,78.850788818255,11.3673521492241,144.585687780435
"exponencial","MCP",0,79.2581836608659,11.0419683830085,2569901.78134874
"esferico","MCO",18.8387543202396,59.5825409931949,35.3158558357157,122.557554993382
"esferico","MCP",20.9846543349094,57.9438835721817,36.5280004282275,2262475.68350202
"gaussiano","MCO",29.2992513539043,49.1661188999791,17.6069380123795,120.931199590367
"gaussiano","MCP",30.0031696948468,48.957068386436,17.9847981804129,2241678.19842953
"exponencial","MCO",0,281.183120760872,41.5107103224927,6993.10051369895
"exponencial","MCP",0,286.075750301333,41.7683917489893,120162703.477786
"esferico","MCO",2.45956405511492,257.796498438321,88.528064854985,2907.48845285357
"esferico","MCP",0,263.220953030361,89.3466663919309,48205839.4479122
"gaussiano","MCO",38.5377700431815,222.532458173452,43.446205900991,3280.01285660758
"gaussiano","MCP",38.4154539225388,226.112726816894,44.2752761980432,55990129.8793902
"exponencial","MCO",0,255.6241921622,17.6732970627383,13452.1097153803
"exponencial","MCP",0,259.672534685956,16.0491203898806,214590177.072098
"esferico","MCO",0,253.742373456108,46.2492954872493,9203.70629949807
"esferico","MCP",0,258.560921660308,46.9310908245251,160494478.404245
"gaussiano","MCO",30.5568148751648,223.280295640049,22.1505244004231,9282.73863255555
"gaussiano","MCP",26.5926672046293,232.056349448513,22.3733527104304,162425543.653194
"exponencial","MCO",0.222103875013139,2.81894646944662,29.0024761883002,0.464006977827114
"exponencial","MCP",0.242226696593549,2.85030520452489,30.8208255584432,8405.03777880281
"esferico","MCO",0.779963263923647,2.21207626164832,87.7852722991158,0.385126981782818
"esferico","MCP",0.911340653674041,2.10745583200696,92.154766704275,5938.54240810966
"gaussiano","MCO",1.06238023886208,1.91357707200877,41.126814370968,0.493569696379759
