"anio","semana","media","mediana","sd","minimo","maximo","n_validos","corte"
2020,7,9.49650298167596,5.97154760360718,10.1883998573697,0,44.6040687561035,686,"2020_banda_07"
2022,28,9.72365473136957,5.68198871612549,13.8305127400869,0,88.4554901123047,686,"2022_banda_28"
2023,6,9.93751684395982,0,16.328057935916,0,91.2549591064453,686,"2023_banda_06"
2021,3,10.2057505404636,0,17.1367330841274,0,120.557662963867,686,"2021_banda_03"
2013,5,10.2195612133071,0,17.4428943527078,0,107.258880615234,686,"2013_banda_05"
2018,11,10.3663741475292,8.01784086227417,10.2376125373101,0,39.9751205444336,686,"2018_banda_11"
2025,50,10.4954296044636,7.637038230896,13.0196850920734,0,83.1574630737305,686,"2025_banda_50"
2020,5,10.7945657902487,7.33069539070129,13.2253258168561,0,66.5925598144531,686,"2020_banda_05"
2024,1,10.8893719497992,0,23.4458769011921,0,176.83674621582,686,"2024_banda_01"
2022,6,11.0393351921187,0,14.9095502079668,0,70.7280197143555,686,"2022_banda_06"
2020,13,11.2582411779954,7.00520825386047,12.6342683390874,0,45.293384552002,686,"2020_banda_13"
2021,4,11.349934848335,6.05533027648926,13.8643510086032,0,80.931884765625,686,"2021_banda_04"
2015,5,11.4193712368651,8.99474859237671,10.3303480533695,0,48.0480690002441,686,"2015_banda_05"
2015,2,11.4577882105686,7.68091440200806,13.7729552168186,0,68.6947021484375,686,"2015_banda_02"
2010,30,11.8842165716883,0,24.968308397631,0,138.632965087891,686,"2010_banda_30"
2024,4,11.9275349658363,5.70523881912231,17.0158279166548,0,95.2120666503906,686,"2024_banda_04"
2018,49,12.1828028286859,0,17.4675189950152,0,84.8333587646484,686,"2018_banda_49"
2024,7,12.5936036311503,0,18.1155149567739,0,82.6761932373047,686,"2024_banda_07"
2010,52,12.6362229603025,0,21.4262371282873,0,163.927062988281,686,"2010_banda_52"
2020,39,12.8007743587994,9.24374198913574,14.3878084954052,0,93.2407684326172,686,"2020_banda_39"
2017,32,12.8125150488695,7.23656845092773,12.4020025313413,0,73.8783721923828,686,"2017_banda_32"
2025,37,13.203585484285,4.49759578704834,19.6526101098882,0,115.472175598145,686,"2025_banda_37"
2021,27,13.318281909641,6.73293352127075,18.1205973440918,0,84.8102722167969,686,"2021_banda_27"
2024,2,13.3381879517358,10.7673935890198,15.2121409608913,0,67.8848114013672,686,"2024_banda_02"
2019,28,13.3685306948406,2.47670328617096,21.8892720971412,0,91.9534225463867,686,"2019_banda_28"
2022,51,13.443542439458,0,22.7670044414074,0,126.220352172852,686,"2022_banda_51"
2025,29,13.5361804861369,5.60627961158752,17.3182100031265,0,77.5637130737305,686,"2025_banda_29"
2024,46,13.6630529898596,0,20.8637365671899,0,92.4454574584961,686,"2024_banda_46"
2020,32,13.8475457468116,7.26887631416321,18.190818037067,0,100.875144958496,686,"2020_banda_32"
2024,30,14.0641842425391,5.67700982093811,19.0524542830704,0,93.7074661254883,686,"2024_banda_30"
2015,7,14.1156715147697,6.77281355857849,16.4981295662225,0,70.8340148925781,686,"2015_banda_07"
2020,45,14.130040178146,12.740234375,10.283383930052,0,104.768341064453,686,"2020_banda_45"
2017,36,14.2465729716915,11.2111206054688,12.0315988627241,0,75.5223999023438,686,"2017_banda_36"
2010,3,14.328843153948,3.71501326560974,25.329220266254,0,138.210235595703,686,"2010_banda_03"
2022,37,14.4200111269603,8.40703582763672,16.6825609352553,0,89.4483871459961,686,"2022_banda_37"
2022,29,14.5240044897047,14.5167179107666,8.95135283056486,0,39.443775177002,686,"2022_banda_29"
2015,11,14.7237763526488,11.1322798728943,16.7504661201463,0,98.7173767089844,686,"2015_banda_11"
2015,24,14.9442370254166,10.1549081802368,17.5161076161318,0,108.547546386719,686,"2015_banda_24"
2016,8,15.4225420260221,10.8680958747864,17.3011603390816,0,75.7845153808594,686,"2016_banda_08"
2016,29,15.4982352162937,9.6536922454834,17.1864033902252,0,118.404502868652,686,"2016_banda_29"
2011,52,15.6847996642221,0,24.8816883708374,0,181.925567626953,686,"2011_banda_52"
2020,1,16.1439569611591,9.24317693710327,17.583729233129,0,79.8918685913086,686,"2020_banda_01"
2013,1,16.2419394782959,0,28.6827267022627,0,147.784088134766,686,"2013_banda_01"
2024,11,16.3885992153741,10.606240272522,17.6244062141647,0,73.3279266357422,686,"2024_banda_11"
2020,3,16.4167285707532,8.42447328567505,19.1543471609495,0,91.7197723388672,686,"2020_banda_03"
2014,51,16.5185920232934,12.9889106750488,15.6952405729135,0,66.6161880493164,686,"2014_banda_51"
2021,28,16.5593003232695,6.35039758682251,24.5286734680239,0,134.948501586914,686,"2021_banda_28"
2018,32,16.8648216971156,8.75310182571411,19.4474429327113,0,79.8208465576172,686,"2018_banda_32"
2019,33,16.8887836352729,4.89671015739441,28.1977417831987,0,129.38117980957,686,"2019_banda_33"
2015,36,17.2069366551697,11.0365500450134,17.4552605381367,2.2251091003418,110.004013061523,686,"2015_banda_36"
2011,30,17.2459199195701,4.45394778251648,26.7244817236651,0,135.093612670898,686,"2011_banda_30"
2020,29,17.2766721352891,8.76188278198242,20.623163973584,1.17921161651611,103.468002319336,686,"2020_banda_29"
2012,52,17.2876946182362,3.14404821395874,31.4811393195652,0,181.484130859375,686,"2012_banda_52"
2021,45,17.2970699019752,0,25.0262000944017,0,147.612945556641,686,"2021_banda_45"
2014,5,17.4537719971237,11.1345748901367,19.5621494929709,0,87.1177062988281,686,"2014_banda_05"
2023,24,17.7729442540133,11.5999393463135,20.1839574017097,0,107.270751953125,686,"2023_banda_24"
2012,6,17.862728775764,6.86558485031128,27.3362053044269,0,141.068115234375,686,"2012_banda_06"
2019,3,17.9069393595176,12.7082800865173,14.4149336249903,0,61.9329681396484,686,"2019_banda_03"
2024,3,17.9662369089989,10.3705377578735,20.8451366194833,0,103.899703979492,686,"2024_banda_03"
2016,28,17.9916427121566,10.433810710907,22.6161415166101,0,138.76350402832,686,"2016_banda_28"
2023,38,18.2277355699776,10.7661118507385,21.8830670321804,0,113.239402770996,686,"2023_banda_38"
2016,6,18.2712263657817,15.890625,15.6684609179018,0,77.3591537475586,686,"2016_banda_06"
2013,7,18.4537541522229,15.6956906318665,18.2568213525018,0,103.069343566895,686,"2013_banda_07"
2010,8,18.5302195521207,7.58617115020752,33.9418628535099,0,167.101287841797,686,"2010_banda_08"
2025,39,18.5807451169623,14.0334243774414,16.6994366194496,0,100.099403381348,686,"2025_banda_39"
2024,34,18.6830236265333,6.98086357116699,27.2675896382081,2.09806537628174,136.910308837891,686,"2024_banda_34"
2022,33,18.7047769946885,15.8480486869812,17.774130086313,0,86.1079483032227,686,"2022_banda_33"
2014,29,18.7432182271349,6.3535327911377,31.6924072286977,0,172.432952880859,686,"2014_banda_29"
2022,4,18.7644765526491,13.6541333198547,15.9800820125937,0,88.7279052734375,686,"2022_banda_04"
2017,29,18.922986274558,7.01228404045105,29.9018151479304,0,157.384658813477,686,"2017_banda_29"
2025,2,19.0230283552982,16.9451885223389,14.4599879922572,0,93.8014373779297,686,"2025_banda_02"
2017,52,19.0600199344902,17.1089973449707,19.302117609993,0,124.295303344727,686,"2017_banda_52"
2023,19,19.2174595955857,12.6387176513672,18.0791728144892,0,76.6477584838867,686,"2023_banda_19"
2018,38,19.2323510047298,14.816713809967,17.3780872838148,0,93.9510345458984,686,"2018_banda_38"
2021,52,19.4000471809515,14.1616544723511,18.5436414102049,0,97.0915222167969,686,"2021_banda_52"
2022,30,19.5374046810862,17.8213033676147,12.5294067845042,0,90.6219787597656,686,"2022_banda_30"
2023,30,19.936585234136,12.65571641922,18.2599139644591,2.71838188171387,93.0192413330078,686,"2023_banda_30"
2010,32,20.0877578119495,8.22187805175781,29.7649339993613,0,127.12361907959,686,"2010_banda_32"
2015,29,20.2262700452054,6.21936893463135,29.6269333953483,0,154.255752563477,686,"2015_banda_29"
2013,28,20.228964338671,2.90955996513367,41.4191887467059,0,264.883239746094,686,"2013_banda_28"
2016,35,20.42398645996,7.83210349082947,33.8722731351929,0,165.080108642578,686,"2016_banda_35"
2016,17,20.5610857246221,20.9396190643311,8.79137098038562,0,50.3784408569336,686,"2016_banda_17"
2023,9,20.5992694450189,17.8993806838989,16.3777280186737,0,71.8246536254883,686,"2023_banda_09"
2019,32,20.6249148119295,4.89381885528564,38.9393695230344,0,178.242095947266,686,"2019_banda_32"
2018,52,20.7402100597804,19.615761756897,10.2131378019491,2.47650003433228,64.9599075317383,686,"2018_banda_52"
2019,9,20.84402172489,18.351523399353,15.4041472211691,0,88.6832885742188,686,"2019_banda_09"
2020,37,21.0047788863279,17.6212272644043,11.1652520007015,0,77.0640716552734,686,"2020_banda_37"
2024,37,21.0596046454705,11.8910846710205,25.9976155270562,2.71498370170593,172.139724731445,686,"2024_banda_37"
2023,25,21.1441107966636,8.94725131988525,30.5716519093169,0,167.28857421875,686,"2023_banda_25"
2023,10,21.1702664272083,19.5577011108398,19.2079904676286,0,69.1673355102539,686,"2023_banda_10"
2019,48,21.2329517189337,17.2723178863525,17.0021841230886,0,82.9228668212891,686,"2019_banda_48"
2015,31,21.4965111331759,7.34544110298157,28.9587035314315,0,128.474548339844,686,"2015_banda_31"
2010,13,21.5102545276675,13.4874572753906,23.1870683531224,0,110.23641204834,686,"2010_banda_13"
2019,2,21.5277693083961,15.6696181297302,19.1664902671905,0,82.13134765625,686,"2019_banda_02"
2018,34,21.560422384134,10.1808500289917,26.5650811824045,0,110.75080871582,686,"2018_banda_34"
2014,32,21.5612357981699,8.16229438781738,29.7947972118263,0,152.742218017578,686,"2014_banda_32"
2014,24,21.6283882456688,14.6796536445618,18.1785756340951,0,77.1406555175781,686,"2014_banda_24"
2017,28,21.6956072865005,9.17450618743896,36.0113232079154,0,221.268920898438,686,"2017_banda_28"
2024,33,21.7727991766554,10.2513189315796,30.033758794191,0,171.586868286133,686,"2024_banda_33"
2017,35,21.7971444859797,16.0265941619873,21.1804207692087,0,94.2781829833984,686,"2017_banda_35"
2019,34,21.90294989483,0,35.1631416351383,0,137.90119934082,686,"2019_banda_34"
2018,28,22.1066721545712,10.5826225280762,27.2234280690866,0,141.635040283203,686,"2018_banda_28"
2016,32,22.1411642128108,10.746292591095,28.7749189326045,0,156.919387817383,686,"2016_banda_32"
2016,51,22.1938066009877,17.2648916244507,22.3049866635136,0,107.984230041504,686,"2016_banda_51"
2011,22,22.3543308663994,17.1990661621094,26.2487048638159,0,135.316284179688,686,"2011_banda_22"
2017,22,22.448824461278,16.5018329620361,16.3058102528985,0,79.3499221801758,686,"2017_banda_22"
2022,27,22.5672374730903,19.0939569473267,16.7446657070834,0,92.8884887695312,686,"2022_banda_27"
2015,30,22.686771517071,14.1139583587646,20.4445690603488,0,92.8380279541016,686,"2015_banda_30"
2022,50,22.7448192337859,18.9390668869019,24.8289513999466,0,131.099456787109,686,"2022_banda_50"
2015,23,22.8967300166889,12.2428817749023,25.1159992234353,0,115.297500610352,686,"2015_banda_23"
2021,47,22.9502596347742,10.6904168128967,30.5492343017302,0,144.458053588867,686,"2021_banda_47"
2024,9,23.1481633346213,20.6312799453735,15.3074598109563,0,108.07105255127,686,"2024_banda_09"
2025,4,23.163103105723,11.8013048171997,30.7204667243023,0,209.42041015625,686,"2025_banda_04"
2016,30,23.4063153640522,9.18624019622803,34.5550635542956,0,188.614883422852,686,"2016_banda_30"
2018,3,23.4892829034488,21.954514503479,19.0271120269602,0,96.5680847167969,686,"2018_banda_03"
2017,48,23.5441816464805,19.8492937088013,24.108371672251,0,120.620918273926,686,"2017_banda_48"
2018,51,23.5872986890137,20.2289180755615,16.2705097131412,3.16673278808594,81.363151550293,686,"2018_banda_51"
2018,35,23.795935574843,6.75858044624329,38.9921535313111,0,165.039489746094,686,"2018_banda_35"
2015,26,23.9601407238763,14.2727060317993,27.5366814668828,0,155.846557617188,686,"2015_banda_26"
2012,37,24.0134302223042,7.07541680335999,33.0152373722023,0,150.432952880859,686,"2012_banda_37"
2022,36,24.1321286307132,14.3217525482178,25.3149903835264,0,116.696632385254,686,"2022_banda_36"
2019,5,24.2463813731691,18.4563550949097,17.5547430294634,0,75.5657196044922,686,"2019_banda_05"
2013,51,24.2846163132448,18.842248916626,27.8367163757968,0,160.5771484375,686,"2013_banda_51"
2024,48,24.713132727598,11.2554273605347,38.4270623003638,0,183.554077148438,686,"2024_banda_48"
2023,29,24.7314034099134,12.0152940750122,26.8657961383288,0,124.164169311523,686,"2023_banda_29"
2023,39,24.8432874050502,16.8063974380493,25.1741562707848,0,154.172256469727,686,"2023_banda_39"
2010,33,24.8854003675477,0,49.0694471567752,0,228.820785522461,686,"2010_banda_33"
2015,35,24.9073110236718,18.3279657363892,25.7861353912674,0,106.306121826172,686,"2015_banda_35"
2014,25,24.9621420622567,14.1514043807983,24.7222952983101,0,128.291961669922,686,"2014_banda_25"
2020,26,24.9690664448822,17.2971048355103,29.4499880908859,0,180.732864379883,686,"2020_banda_26"
2015,37,25.0221622308211,13.3865609169006,25.4710734723545,0,133.660614013672,686,"2015_banda_37"
2014,33,25.0533228532218,13.5468535423279,28.9393197281096,0,135.441299438477,686,"2014_banda_33"
2024,15,25.2304735746745,13.0846652984619,27.9990352525431,2.87402009963989,147.129699707031,686,"2024_banda_15"
2022,34,25.2648345727267,20.0340099334717,17.317410454721,0,92.8658447265625,686,"2022_banda_34"
2019,35,25.3144666835796,15.9147667884827,23.4188066080737,0,112.206802368164,686,"2019_banda_35"
2014,34,25.491400213179,12.4454884529114,30.9377973306162,0,135.104583740234,686,"2014_banda_34"
2015,14,25.7686491672916,25.8193578720093,10.6957628185357,7.47269058227539,60.7532081604004,686,"2015_banda_14"
2015,33,26.0866940487231,16.8565063476562,25.4264715390915,0,123.43212890625,686,"2015_banda_33"
2015,38,26.2435726486907,22.7888317108154,18.4651660953243,3.18048667907715,86.2943344116211,686,"2015_banda_38"
2012,9,26.2446740160183,14.9739398956299,33.0013342691849,0,141.876083374023,686,"2012_banda_09"
2014,30,26.3418665424033,5.26018214225769,44.4615099607393,0,234.786102294922,686,"2014_banda_30"
2024,8,26.3476611653848,9.58920860290527,38.9944221732661,0,221.625747680664,686,"2024_banda_08"
2014,3,26.3698236511331,13.151270866394,30.1012669821414,0,152.893936157227,686,"2014_banda_03"
2012,32,26.4607605730827,16.1488847732544,33.463919425598,0,172.017974853516,686,"2012_banda_32"
2021,38,26.7676926048435,16.6231966018677,27.5348921993289,0,140.939056396484,686,"2021_banda_38"
2016,24,26.7934109198456,17.1575584411621,30.4137876131438,0,149.092071533203,686,"2016_banda_24"
2014,12,26.7957886078615,9.58496046066284,36.7539238714465,0,144.299621582031,686,"2014_banda_12"
2022,19,26.9287769863974,18.6790809631348,23.7361188227405,0,117.18531036377,686,"2022_banda_19"
2014,35,27.1383998088169,19.3797264099121,25.85671048341,0,127.925415039062,686,"2014_banda_35"
2015,27,27.1445727654171,19.3840818405151,22.0315124781235,5.54141569137573,126.752731323242,686,"2015_banda_27"
2014,28,27.2720894507695,18.0932273864746,22.0941805613391,5.11438989639282,117.879165649414,686,"2014_banda_28"
2017,12,27.273301431806,24.9350566864014,16.616438318406,0,83.4760131835938,686,"2017_banda_12"
2011,24,27.2775730181366,9.42796516418457,37.997038035012,0,178.243606567383,686,"2011_banda_24"
2018,25,27.3275205383495,13.7728004455566,34.8971004755071,0,188.113403320312,686,"2018_banda_25"
2016,13,27.3602274016806,21.8619680404663,24.4457161385341,0,132.521255493164,686,"2016_banda_13"
2010,4,27.3762788855995,18.8572158813477,21.2155582278703,0,113.348823547363,686,"2010_banda_04"
2019,36,27.3842540254746,16.545072555542,26.6463938081955,0,132.422134399414,686,"2019_banda_36"
2025,30,27.5255549475333,14.985532283783,28.4532335714865,0,108.523742675781,686,"2025_banda_30"
2013,35,27.5984321068049,8.72012948989868,41.3377231421874,0,242.715393066406,686,"2013_banda_35"
2014,31,27.6058595468977,13.8996515274048,32.5601635122795,0,156.290130615234,686,"2014_banda_31"
2020,19,27.6354007635798,18.2650890350342,24.0796608258947,0,124.939628601074,686,"2020_banda_19"
2022,52,27.6504763820081,24.0798454284668,13.4426785045734,0,86.8502960205078,686,"2022_banda_52"
2018,27,27.6576106788118,10.9724597930908,37.583089538801,0,188.075561523438,686,"2018_banda_27"
2020,25,27.73420457959,21.8645582199097,23.6921982284364,0.496814221143723,127.661155700684,686,"2020_banda_25"
2024,28,27.9699482285247,8.43329000473022,45.420794405713,0,229.156097412109,686,"2024_banda_28"
2021,5,27.9715044282963,22.1154232025146,21.8485425197312,0,132.020263671875,686,"2021_banda_05"
2025,27,28.1230210434244,9.80933523178101,42.5290900526576,0,208.194381713867,686,"2025_banda_27"
2025,31,28.1733629140492,22.1699829101562,21.3349499740739,3.83559989929199,129.215362548828,686,"2025_banda_31"
2016,26,28.3298874898833,19.4828128814697,28.9376583951602,0,149.179748535156,686,"2016_banda_26"
2019,27,28.4461256978116,25.6364755630493,18.7484910468928,0,85.2717971801758,686,"2019_banda_27"
2017,25,28.4579472785093,26.5460510253906,15.7710326512839,0,82.7639312744141,686,"2017_banda_25"
2024,38,28.5564203842736,20.1306743621826,25.4775937906492,0,134.119812011719,686,"2024_banda_38"
2018,8,28.5651788398754,25.3200063705444,16.8682765625194,0,106.068733215332,686,"2018_banda_08"
2025,28,28.5980087098158,16.0489091873169,28.3777640323939,0,141.333145141602,686,"2025_banda_28"
2025,1,28.6656571206129,30.1653881072998,19.7956492230662,0,110.278434753418,686,"2025_banda_01"
2022,35,28.6771316439695,20.8921022415161,28.0683862502636,0,144.610900878906,686,"2022_banda_35"
2025,45,28.823596150465,24.5548400878906,20.7819501812699,0,146.326095581055,686,"2025_banda_45"
2025,33,28.9639895228186,20.8391609191895,27.857127130485,0,149.401977539062,686,"2025_banda_33"
2022,2,29.3438065781885,29.5615892410278,24.0987865071209,0,106.675094604492,686,"2022_banda_02"
2020,51,29.6076877304833,20.0634107589722,29.070158414776,0,131.542526245117,686,"2020_banda_51"
2017,10,29.7325422138236,22.6301174163818,22.1524607664994,0,126.800880432129,686,"2017_banda_10"
2024,12,29.9520564451162,24.2219762802124,21.3430841099741,0,108.108711242676,686,"2024_banda_12"
2024,35,30.0371389199624,8.5473427772522,41.5272557070028,0,169.029235839844,686,"2024_banda_35"
2016,48,30.0972702225165,23.759521484375,23.0323909688686,0,131.742446899414,686,"2016_banda_48"
2018,39,30.2144634675006,26.8612279891968,18.2331385429036,0,107.427711486816,686,"2018_banda_39"
2014,6,30.249809032974,26.5273694992065,17.0093293686078,0,99.4660186767578,686,"2014_banda_06"
2019,29,30.3712023845914,22.6733226776123,24.5856877965625,0,126.822998046875,686,"2019_banda_29"
2017,4,30.3785631265654,23.9404792785645,27.410330028928,0,131.674331665039,686,"2017_banda_04"
2012,27,30.3949267711306,14.1223611831665,38.3166685760904,0,202.797882080078,686,"2012_banda_27"
2015,9,30.7624050229353,20.3458089828491,26.5096524613905,0,124.380760192871,686,"2015_banda_09"
2013,8,30.8849279387004,18.4627437591553,40.5986942128785,0,222.211456298828,686,"2013_banda_08"
2016,50,30.9051703315435,20.638373374939,32.0096914405423,0,155.939407348633,686,"2016_banda_50"
2018,23,31.2236566029207,24.0353202819824,27.6023875884157,0,176.070175170898,686,"2018_banda_23"
2013,31,31.2366116288452,5.00944185256958,68.0348800132247,0,405.955017089844,686,"2013_banda_31"
2013,50,31.4193032170176,25.5191669464111,21.9658197178455,0,111.347122192383,686,"2013_banda_50"
2025,21,31.446123393562,30.2840023040771,18.2442412088498,3.78350734710693,89.5656509399414,686,"2025_banda_21"
2025,25,31.6193039455497,14.0419592857361,37.7094477004599,0,242.523040771484,686,"2025_banda_25"
2023,27,31.7113361820883,20.2983875274658,30.5181686786255,3.14614367485046,151.072280883789,686,"2023_banda_27"
2021,6,31.7989678643535,20.4673357009888,29.1646312790542,0,136.662414550781,686,"2021_banda_06"
2016,9,31.9391400483885,30.2733116149902,17.2297673841884,0,95.5495071411133,686,"2016_banda_09"
2015,25,32.0208104713318,17.6911430358887,27.371152474745,4.57225561141968,109.286331176758,686,"2015_banda_25"
2020,16,32.0296171733311,31.7029600143433,11.9838117343749,0,71.1958160400391,686,"2020_banda_16"
2025,26,32.1095509181565,27.4556035995483,19.6315400219594,0,118.617477416992,686,"2025_banda_26"
2018,33,32.1419415367936,20.2301807403564,29.7718140270369,0,119.166572570801,686,"2018_banda_33"
2016,34,32.1559252881448,17.4763135910034,36.4646466647241,0,142.444198608398,686,"2016_banda_34"
2019,37,32.1630621787063,19.58851146698,32.3267102428522,0,192.630310058594,686,"2019_banda_37"
2023,31,32.1819012658589,13.1168451309204,41.6389567910702,0,214.740524291992,686,"2023_banda_31"
2015,34,32.3392330175239,21.5815324783325,28.7231674479206,0,112.192497253418,686,"2015_banda_34"
2020,36,32.7694877160186,29.8982334136963,25.9993174309285,0,133.082794189453,686,"2020_banda_36"
2021,25,32.8162451561964,24.6893005371094,26.1745079169259,0,152.980758666992,686,"2021_banda_25"
2021,7,32.8187636654857,29.9442157745361,16.2713808970316,0,91.2298583984375,686,"2021_banda_07"
2016,10,32.8587884777836,37.9092025756836,18.1876782707674,0,64.201416015625,686,"2016_banda_10"
2023,37,32.8765824850725,16.3182249069214,39.4158536827827,0,219.125289916992,686,"2023_banda_37"
2018,29,32.9206604026149,18.7078304290771,42.2011607112558,0,251.325500488281,686,"2018_banda_29"
2024,47,32.9506566566211,27.5522470474243,35.3483872514841,0,294.753173828125,686,"2024_banda_47"
2023,28,33.0027631542078,24.8270597457886,26.2383409400405,0,136.811614990234,686,"2023_banda_28"
2019,18,33.13857233003,19.9969005584717,27.277121313691,4.91698741912842,158.368026733398,686,"2019_banda_18"
2017,7,33.180440661511,27.3611164093018,29.0051439566043,0,128.168472290039,686,"2017_banda_07"
2015,32,33.2152945640831,25.6921148300171,24.9867021117079,6.04210424423218,127.124252319336,686,"2015_banda_32"
2020,38,33.2227262971005,25.0746240615845,25.4961780443064,4.22800397872925,171.957656860352,686,"2020_banda_38"
2016,7,33.2585537068698,33.6500930786133,21.7120188084087,0,116.948303222656,686,"2016_banda_07"
2017,6,33.2849924731185,21.7425336837769,29.6681314036927,0,126.072769165039,686,"2017_banda_06"
2015,52,33.4261256887336,29.2288427352905,25.8155310379508,0,156.370147705078,686,"2015_banda_52"
2010,1,33.4319848110655,0,52.2398495032538,0,197.595336914062,686,"2010_banda_01"
2010,26,33.8663273497156,28.6460380554199,26.6806012311287,0,139.86491394043,686,"2010_banda_26"
2017,49,33.8880351507281,24.3028011322021,26.8772688984572,0,146.987884521484,686,"2017_banda_49"
2010,10,33.9151263904294,16.629490852356,41.0856257142805,0,206.372192382812,686,"2010_banda_10"
2025,36,34.1200131640142,20.2660999298096,33.0804369370223,0,152.937393188477,686,"2025_banda_36"
2022,12,34.1213896288469,35.0076541900635,15.0638077180162,0,75.5605239868164,686,"2022_banda_12"
2015,17,34.198457558023,31.4730587005615,17.1944411453192,0,85.648063659668,686,"2015_banda_17"
2023,49,34.209237994675,12.3445963859558,45.3698401829415,0,234.946823120117,686,"2023_banda_49"
2011,36,34.2347843452376,15.053662776947,47.2562285313573,0,206.564575195312,686,"2011_banda_36"
2017,50,34.3580752051606,31.94810962677,21.289975245636,0,149.058776855469,686,"2017_banda_50"
2023,18,34.3785678033579,35.4000282287598,14.201813306218,3.14196348190308,69.3648147583008,686,"2023_banda_18"
2024,43,34.4759103059769,29.56676197052,34.8631144344591,0,145.918655395508,686,"2024_banda_43"
2020,9,34.4980521942367,33.8283786773682,16.3341542364456,0,94.8391418457031,686,"2020_banda_09"
2011,6,34.7240146978951,29.0835475921631,28.5092382787483,0,110.584823608398,686,"2011_banda_06"
2011,10,34.7659474576527,32.2689037322998,21.2087821740063,0,126.370948791504,686,"2011_banda_10"
2018,43,34.8505147726821,28.4884824752808,25.9144837877732,0,164.230712890625,686,"2018_banda_43"
2021,26,34.8646556559527,27.5632495880127,34.565230470765,0,159.138946533203,686,"2021_banda_26"
2021,9,35.0045220692026,27.3227024078369,28.6284611627106,0,143.406097412109,686,"2021_banda_09"
2019,30,35.0413567658416,30.311637878418,18.5280604577385,0,120.832473754883,686,"2019_banda_30"
2015,12,35.1344996777637,27.235466003418,19.9526965484868,7.06347894668579,119.224754333496,686,"2015_banda_12"
2018,36,35.1478177361169,32.4559268951416,26.115901276811,0,137.158569335938,686,"2018_banda_36"
2019,31,35.4571794459146,14.087347984314,53.1007622643243,0,241.739807128906,686,"2019_banda_31"
2013,10,35.7491613577823,25.4502363204956,35.7515431938102,0,178.292984008789,686,"2013_banda_10"
2021,32,35.8454996390871,11.6930680274963,47.7837609385132,0,164.102890014648,686,"2021_banda_32"
2025,16,35.8935787010471,24.4600677490234,27.4677631618997,0,117.025024414062,686,"2025_banda_16"
2021,29,36.018977025855,22.5745420455933,38.6777128327414,0,165.16535949707,686,"2021_banda_29"
2014,23,36.0270621192699,25.0415554046631,31.6862776525092,0,156.367279052734,686,"2014_banda_23"
2011,28,36.0974175547719,22.6137847900391,41.3420304296356,0,256.148834228516,686,"2011_banda_28"
2024,50,36.1953359595541,29.7101106643677,24.5606766207542,9.02053451538086,139.875183105469,686,"2024_banda_50"
2023,23,36.2292751584734,27.7172870635986,25.1519318564654,8.73033332824707,170.442474365234,686,"2023_banda_23"
2011,34,36.2513102331245,23.6470785140991,32.9685308027239,0,157.308746337891,686,"2011_banda_34"
2013,9,36.2824801293476,22.024772644043,38.243723682818,0,230.534210205078,686,"2013_banda_09"
2022,5,36.315666592851,28.2396593093872,25.4963865430822,0,168.613357543945,686,"2022_banda_05"
2019,47,36.3823620070521,27.2119550704956,32.8913378171479,0,139.105621337891,686,"2019_banda_47"
2013,13,36.4154577893001,16.5614376068115,42.0129556147807,0,175.738891601562,686,"2013_banda_13"
2012,5,36.4289746235828,30.9348793029785,24.7817169541968,0,124.202606201172,686,"2012_banda_05"
2021,34,36.5187406011643,27.2295808792114,29.3963688656419,0,137.416229248047,686,"2021_banda_34"
2019,52,36.5576639432601,29.456428527832,22.4658311179321,0,128.423843383789,686,"2019_banda_52"
2025,34,36.5577515617404,25.1647319793701,32.3869420913901,0,185.853622436523,686,"2025_banda_34"
2015,19,36.663239919757,35.431921005249,24.6112673113869,0,89.1143951416016,686,"2015_banda_19"
2010,12,36.7796053121806,28.7149753570557,28.2182142986312,0,142.210433959961,686,"2010_banda_12"
2016,11,36.8528474857786,36.371265411377,18.3041742743932,0,97.5674285888672,686,"2016_banda_11"
2020,40,36.8614175623777,28.3484010696411,33.2026897788746,0,158.797088623047,686,"2020_banda_40"
2014,40,37.0224869716967,17.2209281921387,47.9334252395692,0,224.107055664062,686,"2014_banda_40"
2011,2,37.0344849619852,31.0649423599243,32.9217468471527,0,155.452011108398,686,"2011_banda_02"
2024,39,37.0503118489991,26.3838300704956,30.1552273724465,5.15981864929199,199.32258605957,686,"2024_banda_39"
2019,24,37.1474361586501,27.7943964004517,37.2363181489853,2.52802228927612,236.16716003418,686,"2019_banda_24"
2018,50,37.1780761595023,19.2995347976685,41.5162714047535,0,202.739212036133,686,"2018_banda_50"
2023,33,37.2717250026002,19.9127130508423,37.0683092147131,6.96859216690063,229.226226806641,686,"2023_banda_33"
2017,38,37.6091340603008,30.9458112716675,23.8644613151146,0,129.34797668457,686,"2017_banda_38"
2012,3,38.1057240900423,15.4342074394226,55.6381632666842,0,280.742797851562,686,"2012_banda_03"
2018,26,38.2565974077052,33.4099750518799,24.5186805367575,5.23594045639038,142.039672851562,686,"2018_banda_26"
