"id","celda","lon","lat","semana","temperatura_entregada","temperatura_nasa","radiacion_entregada","radiacion_nasa"
"punto_02",138,-76.225,4.825,39,21.5248565673828,21.4828571428571,NA,15.22
"punto_02",138,-76.225,4.825,40,21.7263565063477,21.7728571428571,NA,16.3285714285714
"punto_02",138,-76.225,4.825,41,21.5259990692139,21.59,NA,15.97
"punto_02",138,-76.225,4.825,42,22.0882148742676,22.0957142857143,NA,16.4257142857143
"punto_02",138,-76.225,4.825,43,22.0627861022949,22.1142857142857,NA,15.4671428571429
"punto_02",138,-76.225,4.825,44,21.7473564147949,21.8428571428571,NA,13.1285714285714
"punto_02",138,-76.225,4.825,45,21.1106414794922,21.2271428571429,NA,13.6014285714286
"punto_02",138,-76.225,4.825,46,20.0012149810791,20.0457142857143,NA,15.4371428571429
"punto_02",138,-76.225,4.825,47,20.8712139129639,21.0257142857143,NA,13.15
"punto_02",138,-76.225,4.825,48,21.6992855072021,21.7742857142857,NA,14.4014285714286
"punto_02",138,-76.225,4.825,49,21.0463562011719,21.2228571428571,NA,12.7414285714286
"punto_02",138,-76.225,4.825,50,21.809642791748,21.9171428571429,NA,11.2528571428571
"punto_02",138,-76.225,4.825,51,21.8669281005859,21.9314285714286,NA,12.5328571428571
"punto_02",138,-76.225,4.825,52,20.6837139129639,20.7357142857143,NA,12.2028571428571
"punto_03",1094,-76.525,3.525,1,NA,17.41,16.0022220611572,17.0385714285714
"punto_03",1094,-76.525,3.525,2,NA,17.2128571428571,15.8371429443359,15.8371428571429
"punto_03",1094,-76.525,3.525,3,NA,17.68,15.7728567123413,15.7728571428571
"punto_03",1094,-76.525,3.525,4,NA,18.0442857142857,18.3185710906982,18.3185714285714
"punto_03",1094,-76.525,3.525,5,NA,17.9314285714286,14.792857170105,14.7928571428571
"punto_03",1094,-76.525,3.525,6,NA,17.8985714285714,15.0757141113281,15.0757142857143
"punto_03",1094,-76.525,3.525,7,NA,18.3242857142857,17.2028579711914,17.2028571428571
"punto_03",1094,-76.525,3.525,8,NA,17.4428571428571,17.8471431732178,17.8471428571429
"punto_03",1094,-76.525,3.525,9,NA,17.2385714285714,14.5771427154541,14.5771428571429
"punto_03",1094,-76.525,3.525,10,NA,18.4414285714286,14.8371429443359,14.8371428571429
"punto_03",1094,-76.525,3.525,11,NA,19.1528571428571,15.6357145309448,15.6357142857143
"punto_03",1094,-76.525,3.525,12,NA,18.1128571428571,15.6171426773071,15.6171428571429
"punto_03",1094,-76.525,3.525,13,NA,17.01,14.1157140731812,14.1157142857143
"punto_03",1094,-76.525,3.525,14,NA,17.2428571428571,14.4114284515381,14.4114285714286
"punto_03",1094,-76.525,3.525,15,NA,18.3257142857143,17.3428573608398,17.3428571428571
"punto_03",1094,-76.525,3.525,16,NA,17.74,15.1357145309448,15.1357142857143
"punto_03",1094,-76.525,3.525,17,NA,17.1042857142857,15.3228569030762,15.3228571428571
"punto_03",1094,-76.525,3.525,18,NA,17.4457142857143,14.6171426773071,14.6171428571429
"punto_03",1094,-76.525,3.525,19,NA,17.5357142857143,13.8214282989502,13.8214285714286
"punto_03",1094,-76.525,3.525,20,NA,17.5185714285714,14.4371433258057,14.4371428571429
"punto_03",1094,-76.525,3.525,21,NA,17.6528571428571,13.9214286804199,13.9214285714286
"punto_03",1094,-76.525,3.525,22,NA,17.5114285714286,16.1900005340576,16.19
"punto_03",1094,-76.525,3.525,23,NA,16.8885714285714,13.8585710525513,13.8585714285714
"punto_03",1094,-76.525,3.525,24,NA,16.9128571428571,13.6000003814697,13.6
"punto_03",1094,-76.525,3.525,25,NA,16.4214285714286,14.1071424484253,14.1071428571429
"punto_03",1094,-76.525,3.525,26,NA,16.3657142857143,14.3971424102783,14.3971428571429
"punto_03",1094,-76.525,3.525,27,NA,16.36,13.6928567886353,13.6928571428571
"punto_03",1094,-76.525,3.525,28,NA,16.4942857142857,16.7614288330078,16.7614285714286
"punto_03",1094,-76.525,3.525,29,NA,16.4957142857143,15.3714284896851,15.3714285714286
"punto_03",1094,-76.525,3.525,30,NA,16.9571428571429,13.374285697937,13.3742857142857
"punto_03",1094,-76.525,3.525,31,NA,16.9385714285714,16.4442863464355,16.4442857142857
"punto_03",1094,-76.525,3.525,32,NA,16.5214285714286,14.6928567886353,14.6928571428571
"punto_03",1094,-76.525,3.525,33,NA,17.2485714285714,17.5357151031494,17.5357142857143
"punto_03",1094,-76.525,3.525,34,NA,17.4242857142857,14.834285736084,14.8342857142857
"punto_03",1094,-76.525,3.525,35,NA,17.0557142857143,18.1200008392334,18.12
"punto_03",1094,-76.525,3.525,36,NA,17.5271428571429,15.5200004577637,15.52
"punto_03",1094,-76.525,3.525,37,NA,18.1985714285714,17.0742855072021,17.0742857142857
"punto_03",1094,-76.525,3.525,38,NA,18.2942857142857,16.1900005340576,16.19
"punto_03",1094,-76.525,3.525,39,NA,17.02,15.457142829895,15.4571428571429
"punto_03",1094,-76.525,3.525,40,NA,16.9314285714286,16.9342861175537,16.9342857142857
"punto_03",1094,-76.525,3.525,41,NA,16.5571428571429,15.668571472168,15.6685714285714
"punto_03",1094,-76.525,3.525,42,NA,17.2928571428571,17.6957149505615,17.6957142857143
"punto_03",1094,-76.525,3.525,43,NA,17.2728571428571,15.3428573608398,15.3428571428571
"punto_03",1094,-76.525,3.525,44,NA,17.0257142857143,13.6000003814697,13.6
"punto_03",1094,-76.525,3.525,45,NA,16.6642857142857,14.748571395874,14.7485714285714
"punto_03",1094,-76.525,3.525,46,NA,15.8614285714286,14.0714282989502,14.0714285714286
"punto_03",1094,-76.525,3.525,47,NA,15.9714285714286,13.4542856216431,13.4542857142857
"punto_03",1094,-76.525,3.525,48,NA,16.58,14.5642852783203,14.5642857142857
"punto_03",1094,-76.525,3.525,49,NA,16.5842857142857,13.0100002288818,13.01
"punto_03",1094,-76.525,3.525,50,NA,16.8828571428571,12.9514284133911,12.9514285714286
"punto_03",1094,-76.525,3.525,51,NA,16.8057142857143,13.6614284515381,13.6614285714286
"punto_03",1094,-76.525,3.525,52,NA,16.0314285714286,12.418571472168,12.4185714285714
