"term","estimacion","p_valor"
"(Intercept)",-50.0802943365504,6.3537617266336e-61
"x_km",0.0205958896034722,0.00716265311582753
"y_km",0.0102880750576839,0.00379756275652762
"altitud_m",-0.000387333255497805,1.5537731479829e-05
"temperatura_bilineal_c",0.573512961083635,5.80946837524333e-07
"radiacion_bilineal_mj_m2_dia",2.74621033425162,1.89472314769052e-45
