"anio","semana","precipitacion_mm","temperatura_vecino_c","temperatura_bilineal_c","radiacion_vecino_mj_m2_dia","radiacion_bilineal_mj_m2_dia","fecha"
2015,10,45.4112263803232,21.4264553448202,21.3963024456369,15.8284735387685,15.7772160424435,2015-03-05
2016,10,32.8587884777836,20.8192106780783,20.8536721554859,14.6761722606403,14.7241044239122,2016-03-04
2017,10,29.7325422138236,20.4934086813524,20.4939622906832,14.4655583759786,14.485105845393,2017-03-05
2018,10,2.8273885416915,21.0726218237474,21.0554328006489,16.6286735020296,16.7296043193028,2018-03-05
2019,10,46.0698107206439,21.1974364049928,21.1928644041278,14.4999813741567,14.4278650172598,2019-03-05
2020,10,38.9226409589584,21.8339399999502,21.8085905553301,15.3856745878392,15.4414344793158,2020-03-04
2021,10,52.479405458745,20.4048187628432,20.4107442875298,13.16370663768,13.2208003233195,2021-03-05
2022,10,56.8744413192349,20.1240128831335,20.1452714361185,18.0545790174612,17.9215147112966,2022-03-05
2023,10,21.1702664272083,20.0300273700636,20.0375255884999,12.5435217184506,12.4702100239412,2023-03-05
2024,10,3.56573491958418,22.236463838694,22.2246768273,15.2936340017847,15.264529452032,2024-03-04
2025,10,63.5140962169747,19.9932365097735,20.0474600847539,14.8741688269568,14.7522329658531,2025-03-05
2010,11,61.2975086762676,21.604059152631,21.601266115817,15.4397581534205,15.506147828116,2010-03-12
2011,11,57.7997532335732,19.8692252211946,19.9142432476967,17.788675616851,17.8025217973804,2011-03-12
2012,11,50.2037583829363,20.8402770406651,20.7886495965563,15.7477594186544,15.6889229126644,2012-03-11
2013,11,73.8921357980623,20.4776447813295,20.4847830780741,13.8480361696582,13.8949592259465,2013-03-12
2014,11,55.7900203170999,19.8391587532644,19.8883308530201,13.6013556305243,13.5867956497926,2014-03-12
2015,11,14.7237763526488,20.5184066260869,20.5370911523135,13.8394565623981,13.9260904462275,2015-03-12
2016,11,36.8528474857786,21.1541981599769,21.1682903690171,14.3556620845294,14.3201692695173,2016-03-11
2017,11,112.368723944394,20.1695855574427,20.1998324463736,15.6283422600771,15.6831545426616,2017-03-12
2018,11,10.3663741475292,20.6640776003067,20.6916580255803,16.5570824028104,16.7589385863991,2018-03-12
2019,11,53.262246643489,21.1393397111587,21.1378372904163,14.0513161834405,14.1384254655755,2019-03-12
2020,11,48.9430113346167,21.0237818125733,21.0316971147721,13.6769802883137,13.7700745885643,2020-03-11
2021,11,72.5024959936782,20.0411933740443,20.0734179513447,15.6897231858256,15.5934451592559,2021-03-12
2022,11,3.96329463327591,20.6639273062392,20.6768359331626,17.5366473601094,17.5473949082044,2022-03-12
2023,11,107.144486524621,19.5816934449332,19.6172117491853,14.868784173237,14.8592181608906,2023-03-12
2024,11,16.3885992153741,22.9468222832193,22.9159302892212,15.5428531760725,15.4670558281612,2024-03-11
2025,11,59.2578700902511,20.1335693448348,20.1708172389439,14.5983153209742,14.5768232303875,2025-03-12
2010,12,36.7796053121806,22.4751541399052,22.4414843511998,18.2929406458018,18.3989158580324,2010-03-19
2011,12,39.5453343725065,19.9839607550173,19.9860662079413,15.291251557909,15.2246880350586,2011-03-19
2012,12,67.0508776239334,19.9593856550167,19.9649525842583,13.8420932146968,13.9495504270837,2012-03-18
2013,12,77.8715532180519,20.307778127687,20.333341060505,14.9486482998373,14.9748853928146,2013-03-19
2014,12,26.7957886078615,20.7038572105652,20.7075314480084,15.7945460981252,15.7134308689885,2014-03-19
2015,12,35.1344996777637,19.9748229730234,20.0088119896091,16.5191070331429,16.4288979243954,2015-03-19
2016,12,39.8931967954941,22.0598794670216,22.0522817050055,14.9881359606373,15.0905062603186,2016-03-18
2017,12,27.273301431806,20.2148979662459,20.2442937606278,15.6463660679475,15.4972554824095,2017-03-19
2018,12,56.7970544520342,20.6184719102376,20.6156595802863,15.0537527017621,15.1854666120457,2018-03-19
2019,12,56.5394860043818,20.7032607387176,20.6933320520918,13.1927277993183,13.1888626671393,2019-03-19
2020,12,2.20805220214688,20.7495333835613,20.7459989720114,18.6956368743852,18.4757348775169,2020-03-18
2021,12,50.8678653539096,20.65128489625,20.659630259689,16.5153043443886,16.3218143952484,2021-03-19
2022,12,34.1213896288469,20.6483341695268,20.66159993497,15.2453022739978,15.2126745343556,2022-03-19
2023,12,45.3503445842176,20.4578006371812,20.4714194873332,15.5466493183948,15.5157902275508,2023-03-19
2024,12,29.9520564451162,21.8286840283141,21.8536856793106,15.8582361154584,15.906854575299,2024-03-18
2025,12,47.5043263866324,21.6648001156465,21.6316368642423,16.0374720173049,16.068018387775,2025-03-19
2010,13,21.5102545276675,21.8239544682183,21.8187433276163,15.1828404779684,15.1814913972126,2010-03-26
2011,13,55.1520099584285,20.6810308350766,20.6588366316637,16.4801147143973,16.5608888603855,2011-03-26
2012,13,80.3123044272553,20.6775884489276,20.6418232417315,15.9606309465347,15.9730743930917,2012-03-25
2013,13,36.4154577893001,21.3643459425723,21.3408846535419,15.8480758472365,15.9836716095838,2013-03-26
2014,13,70.190575135345,21.1013242927307,21.1047050932058,16.640422722341,16.7428268357547,2014-03-26
2015,13,63.9714427842343,19.989818792649,20.020779934986,14.694356321941,14.7095027484282,2015-03-26
2016,13,27.3602274016806,22.1858582510545,22.1773423981736,15.2599372974985,15.3194150229585,2016-03-25
2017,13,75.2501503448097,20.1231863561247,20.150670274006,14.7803811748938,14.9621547888041,2017-03-26
2018,13,88.6985574727851,20.4979594789511,20.500490404079,13.5741836030699,13.5382671050358,2018-03-26
2019,13,51.9603915311852,20.9740255594949,20.9602250941641,12.447734586699,12.551480875766,2019-03-26
2020,13,11.2582411779954,20.7025280443642,20.7154043436745,13.2474451245789,13.3460525368115,2020-03-25
2021,13,79.3978016821358,20.9893042839651,20.9720714196519,14.2569802745786,14.3455417649739,2021-03-26
2022,13,46.5977170307504,20.4164533920955,20.4171836549965,14.4672033626901,14.4465760406183,2022-03-26
2023,13,38.3691427353172,20.7374572170024,20.7133235875789,14.7427363923965,14.6647135008876,2023-03-26
2024,13,42.8300740086302,21.3416059427289,21.375518712636,14.5600916136806,14.4743342997381,2024-03-25
2025,13,77.2967552930204,20.6449435709517,20.672421424799,14.9721490857205,14.9936217872464,2025-03-26
2010,14,78.0339037113913,21.3849961556082,21.3908841686416,15.0194148322236,15.1248980736246,2010-04-02
2011,14,79.473718618165,20.0108145166069,20.0365545992949,15.8707663199644,15.9378557483239,2011-04-02
2012,14,42.4291103518739,20.2773615055807,20.2755593071874,15.4384592072957,15.4590269636482,2012-04-01
2013,14,45.5240978499543,21.1116661733511,21.1177263565731,14.8406895645853,14.8762606323287,2013-04-02
2014,14,43.254321974151,21.1011845975159,21.078581798876,15.5876218612271,15.567496266379,2014-04-02
2015,14,25.7686491672916,20.7258141464812,20.7015250431205,14.5020721730268,14.5372928794549,2015-04-02
2016,14,75.5580690567417,21.2100188280334,21.2227865280285,14.2769180192197,14.2840321140456,2016-04-01
2017,14,47.2886178458745,21.2239817266214,21.2148539290136,18.3501519628586,18.5254971640451,2017-04-02
2018,14,46.8470329459833,19.8170324650867,19.840217334536,16.1074258189855,16.0099335828953,2018-04-02
2019,14,54.5018409153463,20.5844793931388,20.59217680717,15.1916076643474,15.0911122716898,2019-04-02
2020,14,5.50874712828645,21.489406824807,21.4736842441837,15.6363370383794,15.5966902696704,2020-04-01
2021,14,99.0619389308785,20.903115080675,20.8671525212836,15.0398003019327,14.9872120114874,2021-04-02
2022,14,83.6561291947657,20.8864558500729,20.8691323755781,15.9246853433615,15.9804273875045,2022-04-02
2023,14,64.3714632390192,20.8754308606028,20.8636592567488,15.1337881241178,15.1091724721058,2023-04-02
2024,14,62.9784533636911,21.3294918293856,21.3352049919329,14.9536693214328,14.9537872489618,2024-04-01
2025,14,85.262687104784,21.0078026296098,21.001357495611,16.9818663138342,16.8777938403472,2025-04-02
2010,15,113.872095380511,20.9958454360072,20.9919667508095,14.3324427479558,14.4124791100838,2010-04-09
2011,15,104.333587835551,19.7544711296482,19.7741022916299,14.735329281832,14.7138077218748,2011-04-09
2012,15,83.9253545697159,19.8405788869274,19.8683590680448,15.2931632453429,15.1708025445743,2012-04-08
2013,15,54.4629463864485,21.1853498898164,21.1942381511277,15.9568238230558,15.8632178445599,2013-04-09
2014,15,47.6694188402971,21.0720656842602,21.0440539479603,15.4548230101694,15.4632115669918,2014-04-09
2015,15,91.6151273639835,21.1171097435687,21.0791910744269,16.934625211332,16.8723823919936,2015-04-09
2016,15,67.8247418195096,21.1694792255368,21.1787668984416,13.7584840757854,13.7109668331313,2016-04-08
2017,15,45.9427273391635,20.7573155606106,20.7382363299934,15.349452205024,15.2776765739953,2017-04-09
2018,15,60.2199257469733,19.8441024146344,19.8641075740403,16.10926501744,16.0049475706006,2018-04-09
2019,15,44.9895967255528,20.8992292498708,20.9055794390576,15.6034133594168,15.6295768081621,2019-04-09
2020,15,91.4964768101106,21.3510348789893,21.3491547865353,13.4773574167368,13.4967735043072,2020-04-08
2021,15,38.7105499613737,20.8288689827432,20.78673902823,15.2810536543065,15.2822799793833,2021-04-09
2022,15,48.4848488357255,21.0913952363128,21.0733846714476,15.3683821619773,15.3907470633615,2022-04-09
2023,15,48.9172053629038,21.0032886277135,20.9835822464078,14.6732254528791,14.6862228048786,2023-04-09
2024,15,25.2304735746745,22.5780134034226,22.5602501766327,17.1325969056555,17.306063058425,2024-04-08
2025,15,55.599652515556,21.0195980600296,21.0219302358155,16.8355082158792,16.8226369212737,2025-04-09
2010,16,62.1248477207328,21.5906080184803,21.5674475261143,17.3865346713942,17.4968811513384,2010-04-16
2011,16,108.682611287509,19.5071928230041,19.5316238250399,15.7816470524312,15.763361191263,2011-04-16
2012,16,50.4605707427156,20.0930424904337,20.1176854000147,15.6347666593057,15.6082737967155,2012-04-15
2013,16,77.9105228390708,20.3425365703794,20.3433559545623,15.0166324929663,15.073586526487,2013-04-16
2014,16,65.1003795337399,20.7209929001922,20.708752943545,15.7113660834621,15.7027262306769,2014-04-16
2015,16,54.9190786378377,20.6055702176108,20.5917667369453,17.4469864403194,17.3895368019971,2015-04-16
2016,16,63.3990722383772,21.7741816106413,21.734425141582,15.5352580206735,15.65597848781,2016-04-15
2017,16,80.2714350341708,20.6095603464644,20.6025615920131,16.0419553181173,15.9991495935979,2017-04-16
2018,16,41.205780570083,20.8296397768026,20.8051111566082,14.6358977073136,14.5626526810337,2018-04-16
2019,16,96.2096187380243,20.7331382818194,20.7431807782143,14.5762955329161,14.5270268367956,2019-04-16
2020,16,32.0296171733311,20.589089757847,20.6090175194921,15.9792481608711,15.8704409891245,2020-04-15
2021,16,88.8087431793658,20.4443167722607,20.4405207898109,16.914495740618,17.0228316165268,2021-04-16
2022,16,66.1627768886333,19.8217680892166,19.8392041751317,14.0603395328577,14.0316266401864,2022-04-16
2023,16,56.5420371019458,20.7656208905812,20.7782979970771,14.595727003003,14.5433954414056,2023-04-16
2024,16,70.3817639392597,21.5207664278436,21.5327879680489,14.6012204270321,14.6964580574814,2024-04-15
2025,16,35.8935787010471,21.4152434880115,21.391762900283,14.4230092565798,14.5074957619603,2025-04-16
2010,17,58.0558652391239,21.4703247609708,21.4581831884801,13.9279739210279,14.0770144824036,2010-04-23
2011,17,72.3642373592443,20.3921786730908,20.3864132669855,17.3947479898659,17.3360154677411,2011-04-23
2012,17,83.0013021769398,20.3113930009892,20.311870886355,15.1589819390989,15.2758384070661,2012-04-22
2013,17,74.2362649892579,20.4326864665173,20.4587284747088,16.5291293828202,16.7325564000766,2013-04-23
2014,17,101.330910963498,20.901868227967,20.8738326720524,15.5100146799671,15.6047115284222,2014-04-23
2015,17,34.198457558023,21.3653562395635,21.3331916353098,16.2375175097941,16.3418598828441,2015-04-23
2016,17,20.5610857246221,20.9681466188792,20.9700334565633,13.9667512863092,14.0327216348565,2016-04-22
2017,17,58.1466657468946,21.0249165737942,20.9978989748496,14.5621948839972,14.7689425535174,2017-04-23
2018,17,59.1391227182772,20.6593607048947,20.6327909102593,14.5898478566384,14.6060948538711,2018-04-23
2019,17,51.5977946856974,21.4672321647666,21.4408395561463,15.9494376766438,15.9621592165777,2019-04-23
2020,17,40.8790486776446,20.9274194678482,20.9418145977721,16.3389940859625,16.389253360537,2020-04-22
2021,17,52.0155742529877,20.5120908609285,20.5113876846024,14.6334796716451,14.6987786918618,2021-04-23
2022,17,56.4750496653009,20.4597501226486,20.4604233750101,15.3323656476969,15.3173750913525,2022-04-23
2023,17,40.4088705218568,20.8731714532257,20.8729198111042,16.8620703839005,16.7480971472604,2023-04-23
2024,17,77.918087550572,21.2326177758309,21.2413075199628,15.3548456656342,15.3311336520114,2024-04-22
2025,17,44.3861824847519,20.8916413971704,20.9013511001542,15.2739506740959,15.3028244040798,2025-04-23
2010,18,92.74142152992,20.6299457216402,20.637839759404,16.2155187317651,16.1832603921696,2010-04-30
2011,18,104.404247962351,20.9573968353494,20.9403995563963,14.7587150331836,14.770250706909,2011-04-30
2012,18,83.1763144220625,20.2545794481439,20.2373748534622,16.4387817494028,16.4309024616164,2012-04-29
2013,18,94.3594823731625,20.3328195980617,20.3486224763943,15.8300191459433,15.8094485466404,2013-04-30
2014,18,65.5888864987098,20.8110101549688,20.801070647059,15.6795045182587,15.8333807158401,2014-04-30
2015,18,41.2124990749637,20.9695040004942,20.9703588513522,15.7664866280625,15.8498325959587,2015-04-30
2016,18,57.139977020703,20.9940483076579,20.9708744805339,14.9644963498018,15.1276934835028,2016-04-29
2017,18,73.2138987004583,20.4413870931019,20.4511713397746,15.0297460389207,15.0646284676154,2017-04-30
2018,18,99.4360780437903,20.6976445951545,20.688209544813,15.9417451032744,15.9157325714045,2018-04-30
2019,18,33.13857233003,21.5110875260378,21.48521793688,16.1911954129055,16.2950251915712,2019-04-30
2020,18,47.8932931725555,21.5305313188203,21.5227507599589,15.1565327880681,15.1732856886727,2020-04-29
2021,18,60.6489577057063,20.1471988202532,20.156846097885,15.9966116243479,16.0043646976482,2021-04-30
2022,18,58.6715597550306,20.9076402764279,20.8806216862737,14.9479902381452,15.0448442826118,2022-04-30
2023,18,34.3785678033579,21.9018410663215,21.8528151998715,17.5234240901713,17.5238239577491,2023-04-30
2024,18,66.1800258291706,21.3947129680533,21.3961157479022,15.0896978600727,15.1346291133336,2024-04-29
2025,18,105.028033645786,20.4842293881119,20.4689080179954,14.6889672209848,14.7095095854111,2025-04-30
2010,19,57.9063284094758,21.9539338576203,21.8923673462937,16.0749956706522,16.1750704998873,2010-05-07
2011,19,70.7869508217792,21.0525487922023,21.0349876915401,13.8229760067108,13.9449220509988,2011-05-07
2012,19,78.8347321710503,20.319989518591,20.3082533772416,15.5915890546304,15.7265828524665,2012-05-06
2013,19,56.0495464961661,20.4844295485027,20.4900694435609,14.2886487527074,14.321698354215,2013-05-07
2014,19,75.7104583022893,20.0870302036274,20.1156980066883,15.8030613504415,15.7413880303719,2014-05-07
2015,19,36.663239919757,21.727223877309,21.69927406033,15.8040628836384,15.8537166056063,2015-05-07
2016,19,79.7027774037842,20.7416470752861,20.7323397867186,14.8764889094294,14.985157215908,2016-05-06
2017,19,97.7284278369158,20.143202851187,20.1872985411663,15.4824908592958,15.5256147134408,2017-05-07
2018,19,66.7948360735056,20.2078884141438,20.2173845038122,15.2259872383696,15.2067221441352,2018-05-07
2019,19,52.1009999767337,21.1268660959627,21.1156245473522,13.4829465043093,13.5859281189588,2019-05-07
2020,19,27.6354007635798,21.6780655808073,21.669802421036,13.9783632609309,14.0709014369864,2020-05-06
2021,19,63.641074386352,21.1808807384168,21.139243846037,16.2309017431632,16.3127254327602,2021-05-07
2022,19,26.9287769863974,20.9477008369157,20.9224684467816,14.3373407664174,14.5029842860497,2022-05-07
2023,19,19.2174595955857,21.9666264036306,21.9158017628394,16.1647857549239,16.2525372811031,2023-05-07
2024,19,64.9773390161053,21.6718701621186,21.6550056802288,13.8747499037762,14.063410565735,2024-05-06
2025,19,44.0319336440751,21.1768491414129,21.1299121331195,15.270366795209,15.2934621374392,2025-05-07
2010,20,74.5985591098797,21.8947936633585,21.8591839565133,15.7093502564611,15.9454045643264,2010-05-14
2011,20,104.312447859316,20.2166866853008,20.2293111075465,16.0599920409066,15.997872643151,2011-05-14
2012,20,72.324363232354,20.1292837840823,20.1097589901515,14.2971576629505,14.460803284937,2012-05-13
2013,20,98.741927469437,20.3881383679003,20.3754422518672,13.7126218348133,13.7270472418115,2013-05-14
2014,20,45.6738226761276,20.7306372361698,20.7142884474106,14.689608569743,14.7418356539557,2014-05-14
2015,20,120.177323244056,21.1002538503085,21.0863032021258,15.2634795455821,15.3162711007254,2015-05-14
2016,20,65.6494451528388,21.7165473988035,21.6755123444271,15.9890854643663,15.9960957769055,2016-05-13
2017,20,84.8198960362649,20.9537252615214,20.9486620961403,15.5652394211327,15.7608853832278,2017-05-14
2018,20,77.5422593226586,20.3215411355822,20.3199134665397,16.3270048469566,16.3359980346858,2018-05-14
2019,20,65.3906011511911,20.722228292126,20.7231707586839,16.0475199966319,16.065670377659,2019-05-14
2020,20,60.9080060577949,21.4422118934876,21.4345198539534,15.8792922197904,15.8345873112581,2020-05-13
2021,20,96.2643541191479,21.1744020728954,21.1439031456372,15.5768284394512,15.7232975070053,2021-05-14
2022,20,65.9731679511835,20.778467094933,20.7502131726234,13.4282298574642,13.5250066362387,2022-05-14
2023,20,49.6411861038764,21.7007683289642,21.667362257621,13.7451245541475,13.8739237243163,2023-05-14
2024,20,88.2224758665346,21.7182112852269,21.7011069750994,14.6599335753883,14.7935744875027,2024-05-13
2025,20,110.458931314007,20.5092587707342,20.5193373899766,14.9551751036686,15.0116072493461,2025-05-14
2010,21,96.9935858729282,20.65175982884,20.6745050474784,12.9963536818591,13.1525569504274,2010-05-21
2011,21,55.9915277603416,20.077376297542,20.0718805796899,14.8072323298663,14.9082688312141,2011-05-21
2012,21,41.8555716029409,20.4298936104288,20.4085076640716,15.771353347656,15.9313477176967,2012-05-20
2013,21,98.4327225156845,20.1754896842356,20.1587592186108,15.0861973637395,15.1611369246992,2013-05-21
2014,21,77.058574011305,20.8617721896825,20.8521354914407,16.0017555879087,16.1739830817843,2014-05-21
2015,21,47.6840227526061,21.0366035439183,21.0300243394368,14.9401684530275,15.040947832102,2015-05-21
2016,21,47.6511691923392,21.8402204040883,21.7896781787928,14.0949270064907,14.2223772557762,2016-05-20
2017,21,60.6665173126032,21.0656225326805,21.0608238993164,15.8615993688822,16.0050553135552,2017-05-21
2018,21,54.474672161803,20.3945732825699,20.3705904282217,14.7910848650918,14.7918049364674,2018-05-21
2019,21,85.015719269177,20.6683984595207,20.6671664721764,15.4756808155827,15.5150784222795,2019-05-21
2020,21,43.5378209175243,21.8985590114538,21.8716594206696,15.1643252887114,15.2804103189585,2020-05-20
2021,21,65.6466456571751,21.3328635630038,21.2933267309784,14.8195669560669,14.8854679004792,2021-05-21
2022,21,55.1007845853578,20.6049023466972,20.5708501373714,14.8848275262482,14.9777581531869,2022-05-21
2023,21,82.9869044056439,21.180616434392,21.1776870054684,14.6341963982096,14.7231297492981,2023-05-21
2024,21,71.8712311694643,21.8581633387085,21.8367343602306,13.9118722687657,14.000138517719,2024-05-20
2025,21,31.446123393562,21.2902310429787,21.2486088588703,15.240576689862,15.2622606274685,2025-05-21
2010,22,42.6511590578118,20.4896690046127,20.4903485656827,13.8158600087069,13.9365739752878,2010-05-28
2011,22,22.3543308663994,20.3024908015749,20.297207324915,13.4605056162131,13.5353134783642,2011-05-28
2012,22,41.1452717051214,20.978125688981,20.9333716370274,16.0343694770301,16.0100593205444,2012-05-27
2013,22,76.9841306202613,20.0764952651266,20.072325231035,15.770878826564,15.8028768422652,2013-05-28
2014,22,68.2249781425076,20.8409184853468,20.8367546237245,14.2585214053229,14.3782173690573,2014-05-28
2015,22,56.1210589624355,20.8430051608961,20.8416060372622,14.6469471336454,14.6699288176378,2015-05-28
2016,22,81.7389052143597,20.7377258806813,20.7280066770993,13.4193420604784,13.390685522174,2016-05-27
2017,22,22.448824461278,21.0241443978802,20.9962825580519,15.2120202581667,15.38702711211,2017-05-28
2018,22,63.2309251686574,20.7411306787163,20.7172189384438,15.4370198361033,15.4767056276082,2018-05-28
2019,22,58.1239340451299,20.3712372460101,20.3735253178343,14.0596855138551,14.1400674758778,2019-05-28
2020,22,87.3055775978822,20.3550044565785,20.3687088454778,13.3248249990947,13.5147969966032,2020-05-27
2021,22,50.9980921634085,20.6801288037536,20.6770725834126,15.6999143136138,15.7852058980625,2021-05-28
2022,22,54.3859990011499,20.013042576459,20.0060602777553,13.7261099801467,13.7719347914871,2022-05-28
2023,22,86.259491578483,21.2067033361763,21.1710295621577,15.9540835928291,16.0790290735206,2023-05-28
2024,22,61.3237768898205,21.9330818632254,21.8884896370134,16.6192694739072,16.6922520757069,2024-05-27
2025,22,45.5280938829695,21.0899997160664,21.0532438039085,13.7324070624638,13.7904153078708,2025-05-28
2010,23,51.9607263716595,20.676936545803,20.6239068431687,15.2022446890962,15.2509815797166,2010-06-04
2011,23,93.838780061149,20.4706828392629,20.4696839029518,15.8750415835367,15.9403817841332,2011-06-04
2012,23,51.590191061747,20.6835339799219,20.6732958120785,15.6441650348919,15.7891525262994,2012-06-03
2013,23,53.793385122156,20.4171385389723,20.3667186383951,14.8592065207812,14.9931656264703,2013-06-04
2014,23,36.0270621192699,20.9733652109307,20.9523623969743,15.005378960868,15.1274359761452,2014-06-04
2015,23,22.8967300166889,20.4978195668657,20.492086641295,14.0130049966862,14.0993578371432,2015-06-04
2016,23,38.7828226777624,20.5005144280525,20.4939559694629,16.0581111018234,16.1619842963038,2016-06-03
2017,23,39.124780731368,20.7647833281981,20.7694448159665,13.9456392377181,14.0643285203606,2017-06-04
2018,23,31.2236566029207,20.8781337599018,20.8410566582972,13.5989399025809,13.7416489020033,2018-06-04
2019,23,63.1179626405065,20.8353436820361,20.8054472837087,14.9245854146974,15.0087115521334,2019-06-04
2020,23,47.9530539887987,20.8997249783997,20.8778275859599,14.5833760211489,14.7523680428374,2020-06-03
2021,23,116.56481772331,20.2954311273536,20.2767275415426,13.3897043358828,13.4561632159152,2021-06-04
2022,23,87.7118552071708,19.7745332856915,19.7852504955436,14.1709601177071,14.2865373942317,2022-06-04
2023,23,36.2292751584734,20.9810162021537,20.95220857598,15.1618928881498,15.3077618554452,2023-06-04
2024,23,52.0830710900421,21.2719972404725,21.2385060085152,14.0554288302497,14.1354407916611,2024-06-03
2025,23,49.912553553331,20.9297458868333,20.8843557966694,14.0251936634497,14.1387039454268,2025-06-04
2010,24,43.535441145605,20.5679756420347,20.5412947290493,15.7692048222956,15.8725935627351,2010-06-11
2011,24,27.2775730181366,20.8279405849668,20.77805817301,14.5789755787863,14.7355174670762,2011-06-11
2012,24,59.8838711445255,20.3921074116543,20.3701884767404,13.6917597392558,13.7820445455546,2012-06-10
2013,24,49.6437228574002,20.7143335967995,20.6757547125524,15.1661308666707,15.2942189697622,2013-06-11
2014,24,21.6283882456688,21.2328032418521,21.1898114507469,16.4028844277296,16.4482983819945,2014-06-11
2015,24,14.9442370254166,21.3605873091228,21.3292977608328,16.1922656634806,16.1986338793363,2015-06-11
2016,24,26.7934109198456,20.6033816587821,20.5721751844223,15.7017431884743,15.7935256151694,2016-06-10
2017,24,51.9333439592717,20.3588875486969,20.3577815339447,14.0691774857635,14.2418759181965,2017-06-11
2018,24,42.8544870416903,20.5807742975196,20.5436083498919,15.3362685918113,15.4133902986265,2018-06-11
2019,24,37.1474361586501,20.9465205606844,20.9261584003882,15.4877905233956,15.5626813774554,2019-06-11
2020,24,41.4806902366894,20.4316533869974,20.430909651709,15.2313597306566,15.2549131173782,2020-06-10
2021,24,74.7148813297728,20.0360831338532,20.0239783320413,15.069614812167,15.106665326277,2021-06-11
2022,24,61.0815433913695,19.7641793882187,19.7515793166425,13.5804456830372,13.7408103595322,2022-06-11
2023,24,17.7729442540133,21.451955354596,21.4048971323508,15.7424612434543,15.7967319516329,2023-06-11
2024,24,78.9411354732235,21.1219867228071,21.0973909061087,13.9311037550167,14.0321961144317,2024-06-10
2025,24,72.9946958942246,20.3235923917231,20.3279112240316,15.4062806996938,15.4828337066028,2025-06-11
2010,25,60.9529640653738,20.4072886708874,20.3918591671713,14.2454666535291,14.4060817362616,2010-06-18
2011,25,63.8716277881544,20.3772636057684,20.3615079176322,15.1157953356862,15.2053967078295,2011-06-18
2012,25,80.386960363249,20.6727443061139,20.6604572440723,17.5883692582912,17.6749017787744,2012-06-17
2013,25,52.6007529650068,20.7689605968687,20.7360529371323,15.0619597726939,15.152329911991,2013-06-18
2014,25,24.9621420622567,20.9618140768379,20.9275765502418,14.8355703284372,14.899528688314,2014-06-18
2015,25,32.0208104713318,21.6860559229948,21.6357905829961,17.0912266166843,17.0360071429706,2015-06-18
2016,25,54.321668980073,20.5013411121535,20.4675306356336,14.89095572758,14.9357034708251,2016-06-17
2017,25,28.4579472785093,20.3977783511748,20.3855992044721,15.4586756389273,15.4643793300707,2017-06-18
2018,25,27.3275205383495,20.2004872911526,20.1776520615069,15.584883211653,15.5996168500828,2018-06-18
2019,25,39.1164289361881,21.213958481658,21.1725404978494,12.9376070548077,13.0828828575312,2019-06-18
2020,25,27.73420457959,20.9588607226447,20.9282003213643,15.751122549741,15.7648729012937,2020-06-17
2021,25,32.8162451561964,20.211428614469,20.1643459887268,15.9882195684027,16.0555368234395,2021-06-18
2022,25,71.4517342578565,20.1622905661691,20.139271934943,14.372801009142,14.4867921403824,2022-06-18
2023,25,21.1441107966636,21.597948813925,21.5563384270181,16.2658246237752,16.3538643097391,2023-06-18
2024,25,40.8147799657663,20.8198831630518,20.8010912414195,14.4703623115495,14.695527132329,2024-06-17
2025,25,31.6193039455497,20.6248856981016,20.6028115214134,14.7655768144235,14.7985201785585,2025-06-18
2010,26,33.8663273497156,20.6086380182828,20.571846676985,14.7462659827474,14.8445625680529,2010-06-25
2011,26,52.4504380657096,20.3475571373809,20.328581074584,15.5550917953513,15.6427043325352,2011-06-25
2012,26,51.2722104568871,19.7860248067984,19.7630422845179,15.3487235491894,15.3913691495667,2012-06-24
2013,26,63.8195436139844,20.1181278117544,20.1084170605629,14.5839945025764,14.7560534491136,2013-06-25
2014,26,50.2477766025171,20.7226676509957,20.7031372990622,16.0131861697828,16.0386892824757,2014-06-25
2015,26,23.9601407238763,21.6783427246806,21.6288204165311,15.7165726461494,15.5932323675461,2015-06-25
2016,26,28.3298874898833,20.8771305320562,20.8403544523278,15.0488443249516,15.1400412887595,2016-06-24
2017,26,43.7840106376059,20.5933758788484,20.5664203340736,16.2198960635127,16.2805286927404,2017-06-25
2018,26,38.2565974077052,19.7541818521461,19.7480565118373,14.7763493485075,14.8167829749883,2018-06-25
2019,26,40.9647747872522,21.1066156476302,21.0770916132468,14.7684673401079,14.8751400594461,2019-06-25
2020,26,24.9690664448822,20.7054935961354,20.6807676306966,14.7621263859918,14.8350905746482,2020-06-24
2021,26,34.8646556559527,20.1797106120051,20.1477318658078,15.9146978389417,15.9410509451485,2021-06-25
2022,26,54.4026123309622,19.9001352098871,19.8874760911347,15.8147956692443,15.8919313808919,2022-06-25
2023,26,46.3083534796801,21.3858913110227,21.343324094055,16.0626615073869,16.0634805912874,2023-06-25
2024,26,59.1133810660582,20.763835918104,20.7457578620132,14.4753433677963,14.5879036858895,2024-06-24
2025,26,32.1095509181565,20.8844857285391,20.8411392289765,15.6927925949542,15.7679306105344,2025-06-25
2010,27,77.9797512324141,19.9631550527523,19.9702598666311,14.2301308921058,14.3625787576503,2010-07-02
2011,27,54.886293937444,20.5443898748726,20.5009745912024,15.5141167974333,15.6373329259911,2011-07-02
2012,27,30.3949267711306,20.2307559727927,20.2097029380131,15.6100603428944,15.6588466118793,2012-07-01
